X, Y, label, Band_1, Band_2, Band_3, Band_4, Band_5, Band_6, Band_7, NDVI, NDWI, 
571196.9, 2323536.0, crop, 771.5, 2862.5, 443.5, 820.5, 2594.0, 2228.0, 1164.0, 0.575, -0.554, 
607980.5, 2343193.0, crop, 860.5, 2821.0, 522.0, 879.5, 2453.5, 1888.0, 1349.5, 0.533, -0.525, 
515044.6, 2373693.0, crop, 604.0, 2741.5, 344.5, 677.5, 2408.5, 1647.0, 836.5, 0.639, -0.604, 
607681.6, 2320541.0, crop, 937.0, 2679.0, 582.0, 998.0, 2762.0, 2393.0, 1495.0, 0.482, -0.457, 
588104.9, 2307074.0, crop, 807.0, 2619.0, 499.0, 883.0, 2587.0, 1828.5, 1141.0, 0.529, -0.496, 
591858.6, 2299366.0, crop, 773.0, 2567.0, 464.0, 834.0, 2474.0, 1891.0, 1183.0, 0.537, -0.51, 
620481.4, 2340751.0, crop, 908.0, 2892.0, 488.0, 895.0, 2786.0, 2039.0, 1160.0, 0.522, -0.527, 
621623.6, 2291859.0, crop, 862.0, 2807.0, 500.5, 881.5, 2718.5, 2035.0, 1217.5, 0.53, -0.522, 
603532.6, 2300139.0, crop, 684.0, 2712.0, 438.0, 800.0, 2610.0, 2193.0, 1059.0, 0.597, -0.544, 
501222.8, 2382013.0, crop, 764.0, 2408.0, 457.0, 810.5, 2056.0, 1321.0, 925.5, 0.518, -0.496, 
511769.1, 2385705.0, crop, 434.0, 3188.0, 313.0, 601.0, 2950.0, 1692.0, 754.0, 0.76, -0.683, 
573224.7, 2322703.0, crop, 918.5, 2542.5, 519.5, 886.5, 2498.5, 2441.0, 1317.5, 0.469, -0.483, 
549775.4, 2323422.0, crop, 505.0, 2832.0, 290.0, 640.0, 2752.0, 1969.0, 967.0, 0.697, -0.631, 
563813.3, 2329548.0, crop, 772.0, 2867.5, 441.0, 831.0, 2668.0, 1843.5, 1023.5, 0.576, -0.551, 
499696.3, 2383749.0, crop, 751.0, 2341.0, 439.0, 762.0, 1922.0, 1656.0, 936.0, 0.514, -0.509, 
606715.8, 2300723.0, crop, 837.0, 2952.0, 467.0, 825.0, 2848.0, 2274.5, 1221.0, 0.558, -0.563, 
576396.1, 2298499.0, crop, 974.0, 2285.0, 571.0, 967.0, 2298.0, 1760.5, 946.0, 0.402, -0.405, 
595004.2, 2349909.0, crop, 902.5, 2417.5, 533.0, 935.0, 2462.5, 1669.5, 1017.0, 0.456, -0.442, 
583101.4, 2319779.0, crop, 846.0, 2044.0, 543.5, 798.0, 2063.5, 1629.0, 1412.5, 0.415, -0.438, 
617509.8, 2314877.0, crop, 951.5, 3130.0, 520.5, 931.0, 2679.0, 2054.0, 1392.5, 0.534, -0.541, 
619027.0, 2295691.0, crop, 735.0, 2843.0, 427.0, 786.0, 2640.0, 1668.0, 1012.0, 0.589, -0.567, 
607573.0, 2299171.0, crop, 813.0, 2853.0, 450.0, 809.0, 2490.0, 1947.5, 1303.0, 0.556, -0.558, 
577732.7, 2337936.0, crop, 859.0, 2877.0, 502.0, 926.0, 2753.0, 2349.0, 1352.0, 0.54, -0.513, 
557737.9, 2320329.0, crop, 850.0, 2457.0, 442.0, 850.0, 2309.0, 1783.0, 1065.0, 0.486, -0.486, 
591428.6, 2331363.0, crop, 846.0, 2592.0, 511.0, 888.0, 2466.0, 2023.0, 1343.0, 0.508, -0.49, 
580959.6, 2294164.0, crop, 891.5, 2497.5, 548.5, 949.0, 2054.0, 1392.0, 837.5, 0.474, -0.449, 
589485.9, 2336498.0, crop, 782.0, 2981.0, 452.0, 855.0, 2681.0, 2291.0, 1188.0, 0.584, -0.554, 
586922.6, 2360860.0, crop, 755.5, 2786.5, 442.0, 799.5, 2692.5, 1802.0, 1193.5, 0.573, -0.554, 
610435.7, 2335224.0, crop, 919.0, 2840.0, 534.0, 910.0, 2544.0, 2088.5, 1294.0, 0.511, -0.515, 
584852.9, 2360203.0, crop, 663.0, 2959.0, 398.0, 755.0, 2796.0, 1823.5, 1165.0, 0.634, -0.593, 
612149.7, 2339432.0, crop, 971.0, 2720.0, 615.0, 1019.0, 2288.0, 2181.0, 1258.0, 0.474, -0.455, 
589818.7, 2337496.0, crop, 849.0, 2636.0, 501.0, 873.0, 2483.0, 2015.0, 1470.0, 0.513, -0.502, 
587151.4, 2340236.0, crop, 904.0, 2818.5, 548.0, 930.5, 2644.0, 2305.5, 1380.5, 0.514, -0.504, 
494767.1, 2375083.0, crop, 518.5, 2971.0, 338.0, 609.0, 2585.5, 1707.0, 864.5, 0.703, -0.66, 
621324.3, 2336905.0, crop, 908.0, 2917.0, 514.0, 947.0, 2598.0, 1937.0, 1217.0, 0.525, -0.51, 
602930.9, 2329648.0, crop, 936.0, 2718.0, 557.5, 936.5, 2351.5, 1782.0, 1044.0, 0.488, -0.487, 
607666.2, 2288618.0, crop, 746.0, 2882.0, 463.0, 819.0, 2767.0, 1974.0, 1076.0, 0.589, -0.557, 
606154.5, 2314488.0, crop, 1127.0, 2723.5, 639.5, 1065.5, 2729.5, 2313.0, 1505.5, 0.415, -0.438, 
593075.8, 2302913.0, crop, 754.0, 2382.0, 465.0, 816.0, 1917.0, 1318.0, 791.0, 0.519, -0.49, 
624181.6, 2292654.0, crop, 916.0, 2710.0, 531.0, 907.0, 2614.0, 2202.0, 1216.0, 0.495, -0.498, 
617949.7, 2309032.0, crop, 977.0, 2775.0, 549.0, 954.0, 2502.0, 1930.0, 1117.0, 0.479, -0.488, 
598728.6, 2285959.0, crop, 843.0, 2300.0, 552.0, 857.0, 2309.0, 1856.0, 1192.0, 0.464, -0.457, 
534518.6, 2371876.0, crop, 719.0, 2693.0, 392.5, 791.0, 2380.5, 1778.0, 971.5, 0.579, -0.546, 
612357.8, 2336301.0, crop, 1025.0, 2614.5, 598.0, 972.5, 2350.0, 1899.0, 1385.0, 0.437, -0.458, 
497737.4, 2380703.0, crop, 659.0, 2605.0, 410.5, 703.0, 2375.5, 1523.0, 740.5, 0.596, -0.575, 
538252.6, 2333896.0, crop, 467.5, 2867.5, 290.5, 567.0, 2576.5, 1561.0, 807.0, 0.72, -0.67, 
599357.1, 2314082.0, crop, 718.0, 2665.0, 448.0, 783.5, 2551.0, 1591.0, 1267.0, 0.576, -0.546, 
596300.3, 2312329.0, crop, 769.0, 2293.0, 483.0, 810.0, 2418.0, 1953.0, 1256.0, 0.498, -0.478, 
608620.8, 2298777.0, crop, 841.0, 2845.0, 460.0, 831.0, 2699.0, 2044.0, 1178.0, 0.544, -0.548, 
574679.8, 2333360.0, crop, 789.0, 2594.5, 460.0, 828.5, 2575.5, 2193.5, 1323.5, 0.534, -0.516, 
537182.5, 2367363.0, crop, 676.0, 2828.0, 345.0, 730.0, 2515.0, 1937.0, 970.0, 0.614, -0.59, 
564238.7, 2328907.0, crop, 755.0, 2841.0, 445.0, 797.0, 2689.0, 2070.0, 1296.0, 0.58, -0.562, 
491915.3, 2350849.0, crop, 633.0, 3077.0, 409.0, 719.0, 3089.5, 1909.0, 1102.0, 0.659, -0.621, 
575709.6, 2315919.0, crop, 708.0, 2966.0, 404.0, 799.0, 2659.0, 2068.0, 1145.0, 0.615, -0.576, 
533095.3, 2352766.0, crop, 780.5, 2740.0, 435.5, 818.0, 2391.0, 1554.0, 937.0, 0.557, -0.54, 
526217.8, 2378721.0, crop, 639.0, 2884.0, 369.0, 634.0, 2594.0, 1507.0, 800.0, 0.637, -0.64, 
515461.3, 2396925.0, crop, 664.0, 2742.0, 447.0, 709.5, 2551.0, 1950.5, 1007.0, 0.61, -0.589, 
575112.9, 2278267.0, crop, 588.5, 2026.5, 326.5, 707.5, 1903.5, 1299.0, 615.0, 0.55, -0.482, 
558041.6, 2332886.0, crop, 818.0, 2861.0, 440.0, 829.0, 2651.0, 2183.5, 1188.0, 0.555, -0.551, 
506645.9, 2369501.0, crop, 671.5, 2633.0, 374.5, 757.0, 2690.5, 1978.5, 1129.0, 0.594, -0.553, 
601593.4, 2326091.0, crop, 699.0, 2606.0, 435.0, 742.0, 2312.0, 1768.0, 960.0, 0.577, -0.557, 
529670.8, 2379364.0, crop, 690.0, 2458.0, 422.0, 796.0, 2007.0, 1361.0, 858.0, 0.562, -0.511, 
601581.2, 2345712.0, crop, 726.5, 2879.5, 403.5, 846.0, 2572.0, 2154.5, 1428.0, 0.597, -0.546, 
604724.2, 2311706.0, crop, 782.0, 2670.0, 453.0, 819.0, 2582.0, 1937.0, 1149.0, 0.547, -0.531, 
607600.3, 2312916.0, crop, 877.0, 2733.5, 470.5, 887.0, 2772.5, 1888.5, 1247.5, 0.514, -0.51, 
576620.8, 2339255.0, crop, 803.0, 2668.0, 480.0, 815.0, 2892.0, 2238.5, 1346.0, 0.537, -0.532, 
586013.7, 2330927.0, crop, 818.5, 2511.0, 473.5, 841.0, 2470.5, 1722.5, 1161.0, 0.508, -0.498, 
521555.2, 2386482.0, crop, 597.0, 2843.0, 358.0, 649.0, 2661.0, 1822.0, 870.0, 0.653, -0.628, 
584216.0, 2313374.0, crop, 780.0, 2370.0, 502.0, 844.0, 2097.0, 1755.0, 935.0, 0.505, -0.475, 
591653.9, 2299988.0, crop, 772.0, 2484.5, 468.5, 827.5, 2479.0, 1827.0, 1085.0, 0.526, -0.5, 
511904.6, 2390498.0, crop, 470.0, 2863.0, 344.0, 633.0, 2723.0, 1605.0, 833.0, 0.718, -0.638, 
613762.6, 2338159.0, crop, 833.0, 2482.0, 472.0, 913.0, 2200.0, 1702.0, 1018.0, 0.497, -0.462, 
514641.6, 2367121.0, crop, 818.0, 2520.0, 437.0, 839.0, 2191.0, 1947.0, 990.0, 0.51, -0.5, 
574799.6, 2338159.0, crop, 993.0, 2137.0, 548.0, 969.0, 2444.0, 1821.0, 1108.0, 0.365, -0.376, 
573643.5, 2319994.0, crop, 694.0, 2694.0, 411.0, 776.0, 2490.0, 1731.0, 1158.0, 0.59, -0.553, 
575132.9, 2312106.0, crop, 695.0, 2938.0, 402.0, 752.0, 2707.0, 2160.0, 1071.0, 0.617, -0.592, 
512569.2, 2371023.0, crop, 879.5, 2389.5, 526.5, 910.0, 2315.5, 2061.0, 1336.0, 0.462, -0.448, 
490411.4, 2382926.0, crop, 419.0, 2634.0, 291.0, 529.0, 2329.0, 1804.0, 591.0, 0.726, -0.666, 
595523.2, 2297258.0, crop, 818.0, 2461.0, 511.5, 817.5, 2125.0, 1685.0, 1078.5, 0.501, -0.501, 
532314.2, 2372194.0, crop, 679.0, 2842.0, 368.5, 725.0, 2531.0, 2036.0, 920.0, 0.614, -0.593, 
572015.9, 2341114.0, crop, 823.0, 2733.0, 469.0, 823.0, 2463.0, 1650.0, 1289.0, 0.537, -0.537, 
540826.8, 2339905.0, crop, 712.0, 2823.0, 449.0, 791.0, 2685.0, 1975.5, 1203.0, 0.597, -0.562, 
528913.5, 2319239.0, crop, 514.0, 2966.5, 326.5, 602.5, 2715.0, 1754.0, 927.5, 0.705, -0.662, 
634052.0, 2335265.0, crop, 922.0, 2342.0, 555.0, 926.0, 1773.0, 1505.5, 978.0, 0.435, -0.433, 
509891.3, 2379136.0, crop, 691.5, 2040.0, 417.5, 754.5, 2095.5, 1451.0, 741.5, 0.494, -0.46, 
545076.2, 2322578.0, crop, 502.0, 2912.0, 297.0, 628.0, 2733.0, 2059.0, 1056.0, 0.706, -0.645, 
607514.1, 2343901.0, crop, 877.5, 2709.0, 539.0, 899.0, 2508.0, 2016.0, 1363.5, 0.511, -0.502, 
558745.9, 2332894.0, crop, 763.0, 2642.0, 417.5, 814.5, 2662.0, 2187.5, 1132.5, 0.552, -0.529, 
571006.3, 2294064.0, crop, 659.0, 1868.0, 416.5, 781.5, 1658.5, 1096.5, 621.5, 0.478, -0.41, 
568731.6, 2338989.0, crop, 831.0, 2477.0, 460.0, 913.0, 2819.5, 1978.0, 1172.0, 0.498, -0.461, 
577920.1, 2323616.0, crop, 912.0, 2313.0, 548.0, 902.0, 2266.0, 1775.0, 1175.0, 0.434, -0.439, 
496394.0, 2361504.0, crop, 537.0, 3259.5, 409.5, 656.5, 3145.5, 1645.0, 1009.0, 0.717, -0.665, 
585480.4, 2339005.0, crop, 826.5, 2783.0, 519.5, 902.5, 2637.0, 2066.5, 1397.5, 0.542, -0.51, 
585626.3, 2307079.0, crop, 930.5, 2463.5, 548.0, 943.5, 2165.0, 1610.0, 963.5, 0.452, -0.446, 
517034.3, 2394370.0, crop, 609.5, 2601.0, 399.0, 668.5, 2401.5, 1565.0, 963.5, 0.62, -0.591, 
578208.3, 2338994.0, crop, 962.5, 2520.0, 556.5, 948.0, 2522.0, 1791.0, 1597.5, 0.447, -0.453, 
533895.7, 2371964.0, crop, 688.5, 2750.5, 407.5, 781.0, 2655.0, 1832.0, 983.5, 0.6, -0.558, 
602918.0, 2327224.0, crop, 850.0, 2535.0, 500.5, 896.0, 2118.0, 1639.0, 830.0, 0.498, -0.478, 
567992.5, 2323185.0, crop, 798.0, 2752.0, 456.5, 856.5, 2469.0, 2223.5, 1296.0, 0.55, -0.525, 
565315.4, 2313000.0, crop, 755.0, 2559.0, 434.0, 818.0, 2299.0, 1865.5, 1281.0, 0.544, -0.516, 
535107.1, 2366688.0, crop, 594.0, 2588.0, 341.0, 701.0, 2224.0, 1553.0, 787.0, 0.627, -0.574, 
578386.3, 2347115.0, crop, 784.0, 2849.0, 462.0, 808.0, 2797.0, 2084.0, 1136.0, 0.568, -0.558, 
586843.4, 2352505.0, crop, 595.5, 2439.0, 350.0, 687.0, 2584.0, 1728.0, 1000.0, 0.608, -0.56, 
619817.3, 2295401.0, crop, 786.0, 2716.0, 445.0, 844.0, 2438.0, 1668.0, 935.0, 0.551, -0.526, 
610375.1, 2293181.0, crop, 851.5, 2697.0, 473.0, 856.5, 2545.5, 1917.0, 1241.5, 0.52, -0.518, 
622318.1, 2321520.0, crop, 1030.0, 3070.0, 586.5, 995.5, 2769.5, 2360.0, 1252.0, 0.498, -0.51, 
496870.7, 2367428.0, crop, 381.0, 2759.0, 309.0, 504.0, 2431.0, 1342.0, 592.0, 0.757, -0.691, 
610951.3, 2321553.0, crop, 874.0, 2593.0, 505.0, 885.0, 2414.0, 1952.0, 1245.0, 0.496, -0.491, 
612024.5, 2307830.0, crop, 731.0, 2686.0, 423.0, 779.5, 2397.0, 2101.0, 1091.0, 0.572, -0.55, 
601106.3, 2318015.0, crop, 686.5, 2487.5, 424.0, 782.5, 2263.0, 1579.0, 847.0, 0.567, -0.521, 
570559.4, 2329601.0, crop, 811.5, 2978.5, 449.0, 874.0, 2976.5, 2138.0, 1161.0, 0.572, -0.546, 
569879.4, 2345487.0, crop, 883.0, 2637.0, 541.0, 878.0, 2423.0, 2165.0, 1103.0, 0.498, -0.5, 
585706.8, 2340368.0, crop, 816.0, 3050.0, 508.0, 917.0, 2845.0, 2301.0, 1370.0, 0.578, -0.538, 
527228.1, 2330383.0, crop, 481.5, 1398.5, 342.5, 601.0, 2032.0, 1577.0, 730.0, 0.488, -0.399, 
557327.4, 2320086.0, crop, 850.0, 2610.0, 444.0, 850.0, 2480.0, 2051.5, 1309.0, 0.509, -0.509, 
516274.9, 2372964.0, crop, 606.5, 2675.0, 354.0, 682.0, 2539.5, 1640.0, 869.5, 0.63, -0.594, 
582768.8, 2301151.0, crop, 978.0, 2459.5, 532.0, 955.0, 1962.0, 1427.0, 766.5, 0.431, -0.441, 
509383.1, 2339173.0, crop, 575.0, 2963.0, 323.0, 683.0, 2946.0, 2190.0, 1063.0, 0.675, -0.625, 
602416.0, 2294133.0, crop, 748.0, 2719.0, 453.0, 789.0, 2596.0, 1839.0, 1040.0, 0.569, -0.55, 
514608.9, 2389927.0, crop, 460.0, 2834.0, 317.0, 608.0, 2580.0, 1895.0, 607.0, 0.721, -0.647, 
502303.3, 2385070.0, crop, 487.0, 2864.0, 294.0, 582.0, 2500.0, 1601.0, 603.0, 0.709, -0.662, 
608700.6, 2296885.0, crop, 798.0, 2738.0, 446.0, 827.0, 2635.0, 2146.0, 1314.0, 0.549, -0.536, 
505169.9, 2382786.0, crop, 394.0, 2950.0, 235.0, 545.0, 2643.0, 1371.5, 591.0, 0.764, -0.688, 
623365.3, 2332564.0, crop, 820.0, 2917.5, 479.5, 799.0, 2582.5, 1897.5, 1193.0, 0.561, -0.57, 
532411.8, 2370445.0, crop, 709.0, 2605.0, 395.0, 732.0, 2285.5, 1397.0, 848.0, 0.572, -0.561, 
600595.7, 2333978.0, crop, 854.5, 2571.5, 494.0, 889.0, 2405.0, 2111.0, 1314.0, 0.501, -0.486, 
518566.3, 2354913.0, crop, 601.0, 2249.0, 359.0, 717.0, 2278.5, 1658.0, 947.5, 0.578, -0.517, 
513099.5, 2398798.0, crop, 488.0, 2906.0, 331.0, 560.0, 2472.0, 1431.0, 691.0, 0.712, -0.677, 
564035.8, 2325709.0, crop, 810.0, 2706.5, 482.5, 842.0, 2545.5, 2109.0, 1605.5, 0.539, -0.525, 
494498.9, 2374560.0, crop, 644.0, 3091.0, 450.0, 742.0, 2782.0, 2074.0, 1067.0, 0.655, -0.613, 
584121.8, 2336288.0, crop, 921.0, 2325.0, 530.0, 944.0, 2474.0, 2006.0, 1207.0, 0.433, -0.422, 
603868.4, 2343178.0, crop, 1171.0, 2618.0, 695.0, 1126.5, 2134.5, 1391.0, 1373.5, 0.382, -0.398, 
529970.2, 2353375.0, crop, 726.0, 2758.0, 438.0, 787.0, 2266.0, 1661.0, 1039.0, 0.583, -0.556, 
613465.4, 2334128.0, crop, 944.0, 2995.0, 535.0, 900.0, 2761.0, 1979.0, 1108.0, 0.521, -0.538, 
502775.6, 2386684.0, crop, 458.5, 2795.0, 351.0, 596.0, 2471.0, 1512.0, 842.0, 0.718, -0.648, 
613921.1, 2315573.0, crop, 985.0, 2768.0, 579.5, 985.0, 2609.5, 2223.5, 1416.0, 0.475, -0.475, 
600903.1, 2330901.0, crop, 1205.5, 2841.5, 688.5, 1169.0, 2793.5, 2386.0, 1840.5, 0.404, -0.417, 
497260.4, 2341607.0, forest, 448.5, 3049.5, 310.5, 619.5, 3123.5, 2183.5, 876.0, 0.744, -0.662, 
507649.8, 2323291.0, forest, 338.5, 2917.5, 176.5, 452.0, 2674.0, 2122.0, 724.5, 0.792, -0.732, 
507203.1, 2352722.0, forest, 343.0, 2881.0, 199.0, 522.0, 2545.0, 1682.0, 699.0, 0.787, -0.693, 
528136.1, 2380732.0, forest, 601.0, 2811.0, 395.0, 689.0, 2594.0, 1687.0, 988.0, 0.648, -0.606, 
515382.5, 2324692.0, forest, 395.0, 3407.0, 225.0, 617.5, 3293.0, 2264.0, 930.0, 0.792, -0.693, 
582963.5, 2356707.0, forest, 370.0, 2440.0, 231.0, 510.0, 2250.0, 1393.0, 614.5, 0.737, -0.654, 
491432.4, 2346483.0, forest, 535.0, 2896.0, 372.0, 714.0, 2894.0, 1649.5, 1030.0, 0.688, -0.604, 
508052.5, 2340126.0, forest, 528.0, 3150.0, 292.0, 667.0, 2937.0, 2351.5, 1060.0, 0.713, -0.651, 
485409.3, 2360589.0, forest, 433.0, 2820.0, 322.0, 615.0, 3080.0, 2420.5, 973.0, 0.734, -0.642, 
500077.1, 2358168.0, forest, 335.0, 3138.0, 220.0, 505.5, 3071.5, 1720.0, 805.5, 0.807, -0.723, 
494011.6, 2352287.0, forest, 271.0, 2589.0, 214.0, 421.5, 2403.5, 1872.0, 631.0, 0.81, -0.72, 
585011.9, 2354062.0, forest, 383.5, 2496.0, 262.5, 506.0, 2190.0, 1183.0, 525.0, 0.734, -0.663, 
515057.5, 2316961.0, forest, 228.0, 2390.0, 171.0, 365.0, 2566.0, 1604.5, 593.0, 0.826, -0.735, 
559878.3, 2332448.0, forest, 785.0, 2755.0, 434.0, 824.0, 2581.0, 2180.0, 1304.0, 0.556, -0.54, 
523614.6, 2363563.0, forest, 600.0, 2608.5, 329.0, 672.5, 2352.5, 1655.0, 988.5, 0.626, -0.59, 
567749.9, 2296040.0, forest, 393.0, 2949.0, 250.0, 546.0, 2629.0, 1369.5, 733.0, 0.765, -0.688, 
509238.3, 2354957.0, forest, 377.0, 3196.0, 219.0, 530.0, 3051.0, 1978.0, 976.0, 0.789, -0.716, 
498290.3, 2393327.0, forest, 415.0, 2776.0, 297.0, 547.0, 2481.0, 1621.0, 657.0, 0.74, -0.671, 
521555.0, 2325713.0, forest, 372.0, 3174.0, 216.0, 578.0, 3103.0, 2135.5, 856.0, 0.79, -0.692, 
525320.7, 2360459.0, forest, 566.0, 2785.0, 320.0, 661.0, 2408.0, 1811.0, 848.0, 0.662, -0.616, 
507770.8, 2358146.0, forest, 547.0, 3018.0, 311.0, 656.0, 2953.0, 1987.0, 992.0, 0.693, -0.643, 
506334.2, 2331338.0, forest, 283.0, 3402.0, 136.0, 473.0, 3278.0, 2251.0, 902.0, 0.846, -0.756, 
512832.2, 2398786.0, forest, 488.0, 2906.0, 331.0, 560.0, 2472.0, 1431.0, 691.0, 0.712, -0.677, 
551378.6, 2322967.0, forest, 448.5, 2967.5, 261.0, 625.5, 2772.5, 1646.0, 825.0, 0.737, -0.652, 
533529.4, 2361541.0, forest, 566.0, 2761.0, 314.0, 719.0, 2567.0, 1598.0, 939.0, 0.66, -0.587, 
539506.3, 2325875.0, forest, 297.5, 2733.5, 148.5, 456.5, 2681.5, 1567.0, 672.5, 0.804, -0.714, 
521951.6, 2334862.0, forest, 428.0, 3118.0, 250.5, 584.5, 3010.0, 2282.0, 979.0, 0.759, -0.684, 
571909.3, 2283887.0, forest, 498.5, 2186.0, 274.5, 621.5, 1989.0, 1200.5, 601.5, 0.629, -0.557, 
501897.1, 2326149.0, forest, 260.0, 3110.5, 120.0, 453.5, 2809.0, 1875.0, 691.5, 0.846, -0.746, 
487179.0, 2381745.0, forest, 229.0, 2607.5, 192.5, 393.0, 2466.0, 1620.5, 559.5, 0.839, -0.738, 
488403.2, 2351829.0, forest, 514.0, 3072.5, 357.5, 668.5, 3080.5, 2264.0, 1044.0, 0.713, -0.643, 
486421.0, 2359038.0, forest, 465.0, 3207.0, 348.0, 660.0, 3236.0, 2184.5, 931.0, 0.747, -0.659, 
491508.1, 2381994.0, forest, 406.0, 2642.5, 312.0, 530.0, 2294.0, 1335.0, 605.0, 0.734, -0.666, 
517581.0, 2352623.0, forest, 618.0, 2937.5, 395.5, 727.0, 2606.5, 1997.0, 1011.5, 0.652, -0.603, 
500438.8, 2376126.0, forest, 432.0, 3045.0, 284.0, 550.0, 2607.0, 1520.5, 672.0, 0.752, -0.694, 
514587.2, 2323078.0, forest, 511.0, 3197.5, 271.5, 663.0, 3255.0, 2411.5, 1048.0, 0.724, -0.657, 
510925.1, 2349286.0, forest, 548.0, 2784.0, 325.0, 675.0, 2947.0, 2155.0, 912.0, 0.671, -0.61, 
589588.6, 2350785.0, forest, 748.0, 2842.0, 436.0, 791.0, 2579.0, 1889.0, 1196.0, 0.583, -0.565, 
545958.7, 2320514.0, forest, 416.0, 2718.5, 269.0, 509.5, 2611.5, 1600.0, 737.5, 0.735, -0.684, 
531223.0, 2320604.0, forest, 392.0, 3005.0, 269.0, 566.0, 2598.0, 1627.0, 730.0, 0.769, -0.683, 
518847.8, 2386283.0, forest, 525.0, 2861.0, 365.0, 640.0, 2480.5, 1537.0, 871.5, 0.69, -0.634, 
503014.1, 2364067.0, forest, 576.5, 3012.0, 331.5, 676.5, 2687.5, 2046.5, 999.5, 0.679, -0.633, 
504512.7, 2329980.0, forest, 334.5, 3150.0, 187.5, 538.5, 2959.0, 2311.0, 876.5, 0.808, -0.708, 
499552.6, 2337363.0, forest, 366.0, 3007.0, 240.0, 552.0, 3130.0, 2037.0, 874.0, 0.783, -0.69, 
497836.1, 2382971.0, forest, 375.0, 2546.0, 276.0, 506.0, 2144.0, 1347.0, 567.0, 0.743, -0.668, 
530840.1, 2315307.0, forest, 469.0, 3184.0, 318.0, 590.0, 2841.0, 1566.0, 682.0, 0.743, -0.687, 
558362.0, 2317808.0, forest, 615.0, 2782.0, 343.0, 699.0, 2636.0, 2105.0, 1139.0, 0.638, -0.598, 
509804.6, 2355079.0, forest, 301.0, 2821.5, 170.0, 415.5, 2665.5, 1623.0, 598.5, 0.807, -0.743, 
514174.3, 2334716.0, forest, 454.0, 2873.0, 257.0, 556.0, 2775.0, 1891.0, 801.0, 0.727, -0.676, 
509159.7, 2357494.0, forest, 340.5, 2717.5, 198.5, 485.0, 2542.5, 1619.0, 674.0, 0.777, -0.697, 
583671.4, 2340566.0, forest, 723.0, 2512.0, 451.0, 836.0, 2322.0, 1672.0, 1076.0, 0.553, -0.501, 
492545.5, 2363425.0, forest, 309.5, 2948.0, 292.5, 449.0, 2516.5, 1482.0, 553.5, 0.81, -0.736, 
539494.3, 2327856.0, forest, 238.5, 2772.0, 151.5, 367.5, 2503.5, 1475.0, 540.0, 0.842, -0.766, 
497465.0, 2364362.0, forest, 309.0, 3145.5, 270.5, 452.0, 2781.0, 1515.0, 549.0, 0.821, -0.749, 
524024.5, 2340181.0, forest, 285.5, 2856.5, 180.0, 457.0, 2801.5, 1676.0, 667.5, 0.818, -0.724, 
509841.9, 2342999.0, forest, 425.0, 2919.0, 243.0, 558.0, 2865.0, 1803.0, 898.0, 0.746, -0.679, 
542152.8, 2325795.0, forest, 344.0, 3068.0, 201.0, 516.0, 2753.0, 2087.5, 722.0, 0.798, -0.712, 
483872.9, 2357955.0, forest, 476.5, 3022.0, 372.0, 620.0, 2820.5, 1946.0, 956.0, 0.728, -0.66, 
519335.4, 2374957.0, forest, 484.0, 2940.0, 287.0, 563.0, 2720.0, 1683.0, 740.0, 0.717, -0.679, 
505279.6, 2349226.0, forest, 471.5, 3072.5, 249.0, 591.5, 2929.0, 2079.0, 864.0, 0.734, -0.677, 
490769.4, 2384125.0, forest, 409.0, 2700.0, 305.0, 526.0, 2148.0, 1176.0, 518.0, 0.737, -0.674, 
535734.4, 2335338.0, forest, 530.0, 2986.0, 344.0, 626.0, 2834.0, 2065.5, 1016.0, 0.699, -0.653, 
515587.7, 2387703.0, forest, 427.5, 3070.5, 270.0, 539.5, 2770.5, 1514.0, 666.5, 0.756, -0.701, 
491065.9, 2364767.0, forest, 409.0, 3288.5, 304.0, 507.0, 2837.0, 1660.0, 763.0, 0.779, -0.733, 
494882.9, 2366027.0, forest, 258.0, 2927.5, 254.5, 422.5, 2597.0, 1374.0, 530.5, 0.838, -0.748, 
536816.9, 2326050.0, forest, 455.5, 3197.0, 297.5, 583.5, 2999.5, 1455.0, 770.0, 0.751, -0.691, 
511825.8, 2340560.0, forest, 420.0, 2896.0, 249.0, 577.0, 2770.0, 1640.0, 775.0, 0.747, -0.668, 
522355.0, 2326905.0, forest, 347.0, 3027.0, 206.0, 549.0, 2926.0, 2162.0, 776.0, 0.794, -0.693, 
523233.1, 2321411.0, forest, 308.0, 2943.0, 184.0, 468.0, 2896.0, 1911.0, 667.0, 0.811, -0.726, 
519673.2, 2336734.0, forest, 381.0, 2760.0, 233.0, 548.0, 2617.0, 1603.5, 790.0, 0.757, -0.669, 
520365.8, 2341225.0, forest, 356.0, 2798.0, 219.0, 481.0, 2735.0, 1585.0, 658.0, 0.774, -0.707, 
492088.6, 2358547.0, forest, 430.0, 3487.5, 291.0, 617.0, 3232.5, 2292.5, 971.0, 0.78, -0.699, 
522360.8, 2379770.0, forest, 388.0, 2812.0, 253.0, 521.0, 2488.0, 1333.0, 583.0, 0.758, -0.687, 
493927.0, 2366169.0, forest, 296.5, 3231.0, 279.5, 454.5, 2771.0, 1498.0, 577.0, 0.832, -0.753, 
496520.4, 2351322.0, forest, 375.0, 3180.5, 314.5, 559.0, 3084.5, 2009.0, 843.5, 0.789, -0.701, 
