X, Y, label, Band_1, Band_2, Band_3, Band_4, Band_5, Band_6, Band_7, NDVI, NDWI, 
494530.9, 2370576.0, forest, 338.5, 2749.0, 304.0, 487.5, 2450.0, 1277.0, 550.5, 0.781, -0.699, 
504040.9, 2397910.0, forest, 524.0, 2604.5, 382.5, 596.0, 2458.5, 1560.0, 852.0, 0.665, -0.628, 
497928.4, 2357428.0, forest, 415.0, 3142.0, 337.0, 574.0, 3093.0, 1927.0, 930.0, 0.767, -0.691, 
505342.8, 2339832.0, forest, 432.0, 3290.5, 242.0, 601.0, 3174.5, 2280.0, 996.5, 0.768, -0.691, 
507758.5, 2362220.0, forest, 527.0, 2858.0, 283.0, 594.0, 2797.0, 1949.0, 853.0, 0.689, -0.656, 
524272.1, 2315840.0, forest, 301.0, 3120.0, 255.5, 475.0, 2726.5, 1862.0, 597.0, 0.824, -0.736, 
481605.5, 2358869.0, forest, 260.0, 2635.0, 200.0, 398.0, 2643.0, 1903.5, 661.0, 0.82, -0.738, 
493340.4, 2329521.0, forest, 263.0, 2448.0, 154.0, 431.0, 2237.0, 1547.0, 547.0, 0.806, -0.701, 
545939.4, 2319318.0, forest, 279.0, 2758.0, 180.0, 440.0, 2517.0, 1779.0, 569.0, 0.816, -0.725, 
487410.4, 2342537.0, forest, 457.0, 2758.0, 288.0, 562.0, 2942.0, 1778.0, 870.0, 0.716, -0.661, 
493308.5, 2374561.0, forest, 487.0, 2802.0, 350.0, 582.0, 2565.0, 1529.0, 718.0, 0.704, -0.656, 
505931.4, 2382977.0, forest, 377.5, 2987.5, 252.5, 499.5, 2602.0, 1446.0, 629.5, 0.776, -0.714, 
509466.8, 2351567.0, forest, 373.0, 2968.5, 231.0, 544.5, 2903.0, 2137.0, 811.0, 0.777, -0.69, 
526760.4, 2329451.0, forest, 486.0, 2951.0, 273.0, 597.0, 2646.0, 1439.5, 723.0, 0.717, -0.663, 
508243.5, 2353514.0, forest, 520.0, 3001.0, 273.0, 637.0, 2808.0, 2184.0, 892.0, 0.705, -0.65, 
499441.4, 2364694.0, forest, 282.0, 2831.0, 214.0, 411.0, 2361.0, 1242.0, 518.0, 0.819, -0.746, 
491885.5, 2370388.0, forest, 226.0, 2631.5, 209.0, 370.5, 2446.5, 1321.0, 522.5, 0.842, -0.753, 
523023.0, 2323083.0, forest, 316.0, 3123.0, 178.0, 469.0, 3140.0, 1865.0, 703.0, 0.816, -0.739, 
522148.8, 2330678.0, forest, 217.0, 3535.0, 114.0, 398.0, 3378.0, 2038.0, 902.0, 0.884, -0.798, 
513590.8, 2325559.0, forest, 367.5, 3233.5, 196.5, 533.0, 3038.5, 2367.0, 934.0, 0.796, -0.717, 
585829.4, 2354649.0, forest, 418.0, 2299.0, 269.0, 529.5, 2277.5, 1638.0, 737.5, 0.692, -0.626, 
525386.4, 2317761.0, forest, 383.0, 3070.0, 241.0, 546.0, 2965.0, 1951.0, 894.0, 0.778, -0.698, 
521812.8, 2328249.0, forest, 317.5, 3462.5, 184.0, 505.0, 3402.0, 2067.0, 870.0, 0.832, -0.745, 
501469.5, 2360037.0, forest, 446.0, 2805.0, 238.0, 538.0, 2462.0, 1464.0, 739.0, 0.726, -0.678, 
497276.1, 2339068.0, forest, 365.0, 2873.0, 263.0, 554.5, 2975.0, 1983.0, 890.0, 0.775, -0.676, 
516312.6, 2346892.0, forest, 468.0, 3143.0, 285.0, 598.0, 2865.0, 1745.0, 804.0, 0.741, -0.68, 
500620.4, 2353690.0, forest, 228.0, 3179.0, 135.0, 375.0, 3022.0, 1845.0, 679.0, 0.866, -0.789, 
525939.2, 2380935.0, forest, 626.0, 2877.5, 374.5, 661.0, 2535.5, 1825.0, 786.0, 0.643, -0.626, 
504644.7, 2358666.0, forest, 541.0, 3116.0, 314.0, 672.0, 2713.0, 1763.0, 937.0, 0.704, -0.645, 
504498.0, 2352596.0, forest, 373.5, 2738.0, 198.5, 418.5, 2524.5, 1422.0, 734.5, 0.76, -0.735, 
583471.6, 2360417.0, forest, 606.0, 2841.0, 352.0, 707.0, 2788.0, 1728.0, 993.0, 0.648, -0.601, 
488385.1, 2337434.0, forest, 250.5, 2598.0, 167.0, 365.5, 2516.0, 1436.5, 542.5, 0.824, -0.753, 
540787.4, 2327342.0, forest, 298.0, 3056.5, 180.0, 424.5, 2704.5, 1332.0, 555.5, 0.822, -0.756, 
524141.3, 2339476.0, forest, 377.0, 3008.0, 233.0, 529.0, 2971.0, 1605.0, 730.0, 0.777, -0.701, 
516156.2, 2333971.0, forest, 396.5, 2883.5, 230.5, 574.0, 2964.5, 1319.0, 791.0, 0.758, -0.668, 
542813.0, 2324843.0, forest, 355.0, 2958.5, 202.5, 475.5, 2730.5, 1519.0, 734.0, 0.786, -0.723, 
530344.4, 2367962.0, forest, 636.0, 2776.5, 352.0, 695.5, 2583.0, 2099.0, 1223.0, 0.627, -0.599, 
511990.5, 2351680.0, forest, 365.0, 2945.0, 212.0, 536.0, 2792.0, 1662.5, 720.0, 0.779, -0.692, 
517223.3, 2374035.0, forest, 602.0, 2710.5, 374.5, 678.0, 2589.0, 1702.0, 972.5, 0.637, -0.6, 
515522.2, 2351184.0, forest, 365.0, 3009.0, 225.0, 536.0, 2710.0, 1471.0, 607.0, 0.784, -0.698, 
492764.3, 2350822.0, forest, 539.5, 3229.5, 391.0, 697.0, 3150.0, 1966.5, 1038.5, 0.714, -0.645, 
485691.2, 2353572.0, forest, 366.0, 2915.0, 267.0, 554.0, 2778.0, 1970.0, 666.0, 0.777, -0.681, 
525508.4, 2336646.0, forest, 496.0, 3072.0, 301.0, 621.0, 3086.0, 1963.0, 893.0, 0.722, -0.664, 
587544.1, 2324096.0, forest, 713.0, 1330.0, 476.0, 664.0, 1268.0, 1196.0, 939.0, 0.302, -0.334, 
488346.9, 2340383.0, forest, 276.0, 2275.5, 177.0, 374.5, 2146.5, 897.5, 448.0, 0.784, -0.717, 
481611.8, 2358588.0, forest, 260.0, 2635.0, 200.0, 398.0, 2643.0, 1903.5, 661.0, 0.82, -0.738, 
517681.8, 2316718.0, forest, 242.0, 2780.0, 194.0, 385.0, 2747.0, 1513.5, 595.0, 0.84, -0.757, 
529642.1, 2314756.0, forest, 497.0, 3078.0, 369.0, 635.5, 2732.5, 1759.5, 801.5, 0.722, -0.658, 
497302.3, 2328269.0, forest, 255.5, 2295.5, 146.0, 383.5, 2220.0, 1253.0, 483.5, 0.8, -0.714, 
524069.8, 2340696.0, forest, 303.0, 2962.0, 177.0, 463.0, 2686.0, 1779.0, 614.0, 0.814, -0.73, 
494655.3, 2337296.0, forest, 350.5, 2694.5, 250.0, 485.0, 2726.0, 1710.0, 623.5, 0.77, -0.695, 
517329.0, 2344254.0, forest, 589.0, 3143.0, 367.0, 732.0, 2939.0, 2201.5, 1110.0, 0.684, -0.622, 
548159.1, 2318072.0, forest, 359.0, 2563.0, 202.0, 445.5, 2203.5, 1453.0, 565.5, 0.754, -0.704, 
574605.3, 2282012.0, forest, 431.5, 2315.5, 232.5, 631.5, 2338.0, 1828.5, 547.5, 0.686, -0.571, 
500975.1, 2374541.0, forest, 417.0, 2831.0, 258.0, 530.0, 2439.0, 1396.0, 667.0, 0.743, -0.685, 
499690.3, 2394636.0, forest, 512.0, 3173.0, 382.0, 676.0, 2991.0, 2168.5, 984.0, 0.722, -0.649, 
519136.8, 2322448.0, forest, 276.0, 2999.0, 154.0, 482.0, 2889.0, 2104.0, 784.0, 0.831, -0.723, 
510687.3, 2380548.0, forest, 481.0, 2873.0, 332.0, 592.0, 2549.0, 1849.0, 649.0, 0.713, -0.658, 
486952.9, 2357536.0, forest, 350.0, 3110.0, 265.0, 503.0, 3150.0, 2341.5, 721.0, 0.798, -0.722, 
551367.4, 2327629.0, forest, 543.0, 2129.0, 324.0, 705.0, 2452.0, 1698.0, 1019.0, 0.594, -0.502, 
513982.8, 2385071.0, forest, 346.0, 3174.0, 266.0, 498.0, 2877.0, 2019.0, 621.0, 0.803, -0.729, 
481915.3, 2358802.0, forest, 262.0, 2627.5, 200.5, 396.5, 2693.5, 2035.0, 693.5, 0.819, -0.738, 
536305.7, 2333181.0, forest, 432.0, 3048.5, 251.5, 563.0, 2989.5, 2112.0, 859.0, 0.752, -0.688, 
542165.8, 2325027.0, grass, 340.5, 2900.0, 192.0, 503.5, 2832.5, 1486.5, 713.5, 0.79, -0.704, 
526839.9, 2374956.0, grass, 492.0, 3050.0, 254.0, 583.0, 2832.0, 1683.0, 821.0, 0.722, -0.679, 
511992.4, 2320783.0, grass, 446.5, 3441.0, 258.0, 604.0, 3092.5, 1890.0, 964.5, 0.77, -0.701, 
528141.8, 2325553.0, grass, 393.5, 3016.5, 244.5, 542.0, 3009.0, 1806.0, 791.5, 0.769, -0.695, 
513000.7, 2332958.0, grass, 470.0, 2868.0, 243.0, 599.0, 2718.0, 1759.0, 844.0, 0.718, -0.654, 
546271.9, 2335928.0, grass, 555.0, 2530.5, 348.5, 648.0, 2546.5, 1752.5, 952.0, 0.64, -0.592, 
506667.2, 2353099.0, grass, 433.0, 2825.0, 245.5, 549.5, 2557.0, 1606.0, 711.5, 0.734, -0.674, 
505905.2, 2326426.0, grass, 357.0, 3302.0, 199.0, 554.0, 3242.0, 2401.0, 1038.0, 0.805, -0.713, 
511579.6, 2332187.0, grass, 440.0, 3170.5, 254.0, 601.0, 3073.0, 2174.0, 924.0, 0.756, -0.681, 
522217.9, 2375738.0, grass, 428.0, 2868.0, 264.0, 541.0, 2612.0, 1848.0, 705.0, 0.74, -0.683, 
526703.6, 2347447.0, grass, 571.5, 2965.5, 302.5, 647.0, 2723.0, 1666.0, 841.0, 0.677, -0.642, 
486079.6, 2338546.0, grass, 439.0, 3132.0, 311.0, 586.0, 3132.0, 2082.0, 891.0, 0.754, -0.685, 
521053.1, 2319238.0, grass, 420.5, 3106.0, 279.0, 578.5, 2953.5, 1954.0, 923.5, 0.762, -0.686, 
514977.7, 2318525.0, grass, 414.0, 3463.0, 287.0, 601.0, 3312.0, 2311.0, 1033.0, 0.786, -0.704, 
541511.7, 2329459.0, grass, 515.5, 3012.5, 293.5, 624.5, 2799.5, 1919.0, 1073.0, 0.708, -0.657, 
522641.5, 2343301.0, grass, 406.5, 2900.5, 222.5, 526.0, 2813.0, 2136.0, 764.5, 0.754, -0.693, 
505493.8, 2347258.0, grass, 510.0, 2900.0, 281.0, 612.0, 2809.0, 1883.0, 879.0, 0.701, -0.651, 
516085.9, 2329455.0, grass, 477.0, 3236.0, 265.0, 619.0, 2999.0, 1819.0, 869.0, 0.743, -0.679, 
505437.7, 2349091.0, grass, 437.5, 3008.5, 245.5, 573.5, 2750.0, 1790.0, 879.0, 0.746, -0.68, 
515477.8, 2332552.0, grass, 474.5, 3066.0, 259.5, 620.0, 3046.5, 1956.0, 866.5, 0.732, -0.664, 
503618.0, 2343398.0, grass, 535.0, 3188.0, 289.0, 676.0, 3092.0, 2272.5, 1083.0, 0.713, -0.65, 
509957.9, 2348870.0, grass, 405.0, 3029.0, 213.0, 573.0, 2947.0, 2048.0, 870.0, 0.764, -0.682, 
503023.4, 2340596.0, grass, 420.5, 3125.5, 226.0, 561.5, 3144.0, 1947.0, 926.5, 0.763, -0.695, 
524472.6, 2345295.0, grass, 490.0, 3003.0, 293.0, 659.0, 2815.0, 1876.0, 906.0, 0.719, -0.64, 
522800.6, 2341486.0, grass, 408.0, 2807.0, 245.0, 520.0, 2773.0, 1684.5, 794.0, 0.746, -0.687, 
485069.8, 2360119.0, grass, 457.0, 3128.5, 343.0, 647.0, 3227.5, 2368.5, 910.0, 0.745, -0.657, 
517226.8, 2328557.0, grass, 387.0, 3274.0, 223.0, 575.0, 3080.0, 1935.5, 874.0, 0.789, -0.701, 
493213.4, 2360456.0, grass, 453.0, 3197.0, 330.5, 548.5, 2862.5, 1572.0, 735.0, 0.752, -0.707, 
509955.4, 2349045.0, grass, 553.0, 3018.0, 315.0, 682.0, 2968.0, 1967.5, 952.0, 0.69, -0.631, 
508824.3, 2387874.0, grass, 461.0, 2887.0, 330.0, 601.0, 2744.0, 1500.0, 808.0, 0.725, -0.655, 
515453.2, 2322331.0, grass, 397.0, 3438.0, 227.0, 625.0, 3450.0, 2475.0, 1063.0, 0.793, -0.692, 
521080.6, 2328696.0, grass, 335.0, 3369.0, 198.0, 540.0, 3384.0, 1594.0, 920.0, 0.819, -0.724, 
498112.4, 2334798.0, grass, 415.5, 2761.5, 300.5, 587.0, 2965.0, 1759.0, 882.0, 0.738, -0.649, 
582196.0, 2364194.0, grass, 549.0, 2982.0, 311.0, 617.0, 2647.0, 2047.5, 860.0, 0.689, -0.657, 
512022.2, 2355416.0, grass, 470.0, 2803.0, 265.0, 559.0, 2640.0, 1912.0, 805.0, 0.713, -0.667, 
505403.1, 2333026.0, grass, 291.0, 2912.0, 154.0, 457.0, 2594.0, 1352.5, 691.0, 0.818, -0.729, 
509015.8, 2330020.0, grass, 304.0, 2961.5, 161.0, 426.5, 2716.5, 1711.0, 704.0, 0.814, -0.748, 
505518.2, 2327442.0, grass, 492.0, 3060.0, 273.0, 605.0, 3214.0, 2403.0, 1056.0, 0.723, -0.67, 
507988.7, 2325117.0, grass, 507.5, 3139.5, 283.5, 646.0, 2945.0, 1905.0, 1042.0, 0.722, -0.659, 
511881.3, 2345794.0, grass, 578.0, 3135.0, 333.0, 729.0, 3111.0, 2366.0, 1075.0, 0.689, -0.623, 
513894.5, 2337923.0, grass, 657.0, 3022.0, 354.0, 769.0, 2828.0, 2183.0, 1026.0, 0.643, -0.594, 
505075.4, 2333579.0, grass, 355.5, 2900.5, 187.0, 497.5, 2776.5, 1698.0, 717.0, 0.782, -0.707, 
498082.3, 2362422.0, grass, 391.0, 3246.5, 313.5, 517.5, 3064.5, 1782.0, 733.0, 0.785, -0.725, 
503604.1, 2351745.0, grass, 350.0, 3421.0, 198.0, 527.0, 3337.0, 2333.0, 860.0, 0.814, -0.733, 
526206.1, 2331677.0, grass, 531.0, 2910.0, 308.0, 657.0, 2800.0, 2016.5, 1005.0, 0.691, -0.632, 
515383.4, 2335971.0, grass, 599.0, 3150.5, 332.0, 712.0, 2879.0, 2127.5, 1009.0, 0.68, -0.631, 
507555.2, 2341734.0, grass, 429.0, 3330.0, 242.0, 591.0, 3084.0, 2238.0, 982.0, 0.772, -0.699, 
520189.9, 2348662.0, grass, 569.0, 3129.0, 336.0, 695.0, 2737.0, 1736.5, 1003.0, 0.692, -0.637, 
497133.8, 2357839.0, grass, 417.0, 3186.0, 343.0, 643.5, 3166.0, 2334.0, 916.5, 0.769, -0.664, 
502316.7, 2344674.0, grass, 486.5, 3292.0, 265.5, 651.0, 3133.0, 2306.0, 991.0, 0.742, -0.67, 
548899.3, 2333715.0, grass, 705.0, 2743.0, 407.0, 757.0, 2675.0, 1868.0, 1167.0, 0.591, -0.567, 
504147.7, 2357487.0, grass, 429.0, 2970.0, 260.0, 573.0, 2854.0, 1431.0, 803.0, 0.748, -0.677, 
490813.0, 2376687.0, grass, 399.0, 2796.0, 266.0, 498.0, 2581.0, 1418.5, 665.0, 0.75, -0.698, 
547915.3, 2333506.0, grass, 658.0, 2822.0, 386.0, 741.0, 2674.5, 1862.0, 1313.5, 0.622, -0.584, 
548052.8, 2333831.0, grass, 672.5, 2775.0, 406.0, 783.0, 2605.5, 2067.0, 1378.0, 0.61, -0.56, 
506784.7, 2345369.0, grass, 493.5, 3043.0, 264.5, 624.0, 2841.0, 2105.5, 1032.0, 0.721, -0.66, 
524564.2, 2334416.0, grass, 579.0, 2908.0, 310.5, 672.5, 2638.0, 1746.0, 919.0, 0.668, -0.624, 
546573.4, 2331084.0, grass, 580.0, 2602.0, 346.0, 712.0, 1537.0, 1173.5, 635.0, 0.635, -0.57, 
506510.2, 2341640.0, grass, 473.0, 3407.0, 256.0, 640.0, 3250.0, 2264.5, 1048.5, 0.756, -0.684, 
501254.3, 2344442.0, grass, 444.0, 2806.0, 243.0, 571.0, 2820.0, 1466.0, 852.0, 0.727, -0.662, 
508897.3, 2327164.0, grass, 349.0, 3394.0, 186.5, 562.5, 3292.0, 2019.0, 994.5, 0.814, -0.716, 
502169.8, 2371748.0, grass, 583.0, 2970.0, 350.0, 695.5, 2706.5, 1689.5, 987.0, 0.672, -0.621, 
534718.6, 2334006.0, grass, 487.0, 2892.5, 305.0, 615.5, 2901.0, 2150.5, 1042.5, 0.712, -0.649, 
509039.6, 2338543.0, grass, 532.0, 3144.0, 306.0, 649.0, 2907.0, 2310.5, 1054.0, 0.711, -0.658, 
552058.9, 2320515.0, grass, 606.5, 2619.5, 331.5, 692.5, 2371.5, 1647.0, 915.5, 0.624, -0.582, 
518103.9, 2336572.0, grass, 441.0, 2813.0, 235.0, 566.0, 2828.0, 1922.0, 827.0, 0.729, -0.665, 
534919.5, 2329277.0, grass, 448.0, 3176.0, 255.0, 609.5, 3302.5, 2324.0, 954.0, 0.753, -0.678, 
490805.9, 2351642.0, grass, 649.0, 2777.0, 422.0, 723.0, 2665.0, 1838.0, 1085.0, 0.621, -0.587, 
528443.9, 2373096.0, grass, 557.0, 2899.0, 297.0, 645.0, 2766.0, 1759.5, 955.0, 0.678, -0.636, 
505697.2, 2335290.0, grass, 463.5, 3038.5, 249.0, 597.5, 3231.0, 2274.0, 1017.5, 0.735, -0.671, 
502418.2, 2362052.0, grass, 512.0, 2863.0, 316.0, 648.0, 2652.0, 1880.5, 1110.0, 0.697, -0.631, 
515680.8, 2330549.0, grass, 442.0, 3339.0, 246.0, 615.0, 3277.0, 2114.5, 956.0, 0.766, -0.689, 
506586.6, 2336846.0, grass, 444.0, 3327.5, 241.5, 614.5, 3260.0, 2158.0, 973.5, 0.765, -0.688, 
520254.8, 2321930.0, grass, 334.0, 3060.0, 179.0, 516.0, 2917.0, 2039.5, 905.0, 0.803, -0.711, 
544173.8, 2327436.0, grass, 605.0, 2992.5, 332.0, 719.5, 2907.0, 1819.5, 1082.5, 0.664, -0.612, 
553491.4, 2327995.0, grass, 647.0, 2700.0, 344.0, 670.0, 2657.0, 1720.0, 1183.0, 0.613, -0.602, 
514978.3, 2321258.0, grass, 437.0, 3481.0, 244.0, 595.0, 3161.0, 2140.5, 966.0, 0.777, -0.708, 
506979.2, 2338792.0, grass, 525.0, 3119.0, 284.0, 657.0, 3148.0, 2394.0, 1114.0, 0.712, -0.652, 
486350.4, 2349934.0, grass, 397.0, 3228.0, 303.0, 598.0, 3251.0, 1568.0, 940.0, 0.781, -0.687, 
507291.6, 2354359.0, grass, 587.0, 3023.0, 320.0, 658.0, 3002.0, 2078.0, 961.0, 0.675, -0.642, 
509492.4, 2340674.0, grass, 480.0, 3035.0, 276.0, 567.0, 2913.0, 1850.5, 868.0, 0.727, -0.685, 
504708.3, 2326385.0, grass, 302.0, 2997.0, 165.0, 443.0, 2744.0, 1497.0, 728.0, 0.817, -0.742, 
522788.5, 2326258.0, grass, 336.0, 3188.0, 205.0, 549.0, 3217.0, 2129.5, 781.0, 0.809, -0.706, 
520553.5, 2384373.0, grass, 615.0, 2751.0, 419.0, 665.0, 2573.0, 1679.5, 903.0, 0.635, -0.611, 
520475.8, 2323006.0, grass, 415.0, 3124.0, 247.0, 562.0, 2936.0, 1987.0, 910.0, 0.765, -0.695, 
522919.3, 2371633.0, grass, 567.0, 3008.0, 322.0, 696.0, 2801.0, 2129.0, 1007.0, 0.683, -0.624, 
521934.0, 2327313.0, grass, 358.5, 3036.0, 215.5, 544.5, 3054.5, 2135.0, 808.5, 0.789, -0.696, 
486017.1, 2360361.0, grass, 478.0, 3342.5, 356.5, 707.5, 3376.0, 2487.0, 1115.0, 0.75, -0.651, 
524955.9, 2354728.0, grass, 498.0, 2739.0, 308.0, 632.0, 2387.0, 1601.0, 856.0, 0.692, -0.625, 
494637.0, 2340449.0, grass, 438.0, 2894.0, 310.5, 604.0, 2939.0, 2123.0, 976.0, 0.737, -0.655, 
515078.8, 2330519.0, grass, 454.0, 3204.5, 239.5, 613.0, 3086.0, 2293.5, 981.5, 0.752, -0.679, 
516005.3, 2371755.0, grass, 542.0, 2835.0, 322.0, 628.0, 2502.0, 1716.0, 869.0, 0.679, -0.637, 
489094.5, 2360468.0, grass, 326.0, 3019.0, 230.0, 498.0, 2880.0, 1344.0, 815.0, 0.805, -0.717, 
512203.2, 2333189.0, grass, 494.0, 3280.0, 263.0, 661.0, 3134.0, 2231.0, 999.0, 0.738, -0.665, 
523645.0, 2327424.0, grass, 494.0, 3283.5, 290.0, 658.0, 3188.5, 2118.5, 949.0, 0.738, -0.666, 
582971.2, 2319684.0, resident, 846.0, 2044.0, 543.5, 798.0, 2063.5, 1629.0, 1412.5, 0.415, -0.438, 
566685.4, 2313258.0, resident, 892.0, 2642.5, 531.0, 920.0, 2402.0, 2119.0, 1484.0, 0.495, -0.484, 
580578.8, 2329706.0, resident, 696.0, 2527.0, 406.0, 726.0, 2394.0, 1840.0, 1328.0, 0.568, -0.554, 
548335.8, 2324983.0, resident, 696.5, 2815.5, 362.0, 738.5, 2748.0, 1921.0, 1001.5, 0.603, -0.584, 
615953.1, 2296827.0, resident, 929.0, 2741.5, 489.0, 880.5, 2832.0, 2073.5, 1177.5, 0.494, -0.514, 
580822.3, 2332011.0, resident, 846.0, 2114.0, 528.0, 858.0, 2310.0, 2018.0, 1590.0, 0.428, -0.423, 
603651.6, 2345254.0, resident, 1007.0, 2390.0, 592.0, 979.0, 2519.0, 2164.0, 1642.0, 0.407, -0.419, 
531543.9, 2354123.0, resident, 823.0, 2542.0, 460.0, 824.0, 1879.0, 1544.0, 1054.0, 0.511, -0.51, 
577217.8, 2313693.0, resident, 800.0, 2481.5, 477.0, 845.5, 2252.0, 1680.0, 1060.0, 0.512, -0.492, 
588692.8, 2344722.0, resident, 925.5, 2776.5, 540.0, 925.0, 2911.5, 2410.5, 1444.0, 0.5, -0.5, 
600661.4, 2328909.0, resident, 772.0, 2979.5, 493.5, 873.0, 2741.5, 2157.0, 1135.5, 0.588, -0.547, 
602526.6, 2321529.0, resident, 994.0, 2541.0, 585.0, 944.0, 2580.0, 2338.0, 1324.0, 0.438, -0.458, 
590720.0, 2306774.0, resident, 721.5, 2770.0, 426.5, 832.5, 2611.0, 1931.0, 1060.0, 0.587, -0.538, 
610259.3, 2323789.0, resident, 961.0, 2849.0, 547.0, 913.0, 2651.0, 2099.0, 1341.0, 0.496, -0.515, 
590539.1, 2321027.0, resident, 849.0, 1716.0, 552.0, 821.0, 1749.0, 1869.0, 1463.0, 0.338, -0.353, 
586261.6, 2341997.0, resident, 1076.5, 2703.0, 674.0, 1105.5, 2784.5, 2440.0, 1873.5, 0.43, -0.419, 
571111.6, 2334201.0, resident, 842.0, 2415.5, 476.0, 842.5, 2402.5, 2172.0, 1315.5, 0.483, -0.483, 
599758.5, 2335483.0, resident, 1075.0, 2346.5, 598.5, 992.5, 2143.5, 1823.5, 1505.5, 0.372, -0.406, 
563053.7, 2323996.0, resident, 922.0, 2616.0, 540.0, 916.0, 2542.0, 2161.5, 1486.0, 0.479, -0.481, 
577047.3, 2319536.0, resident, 899.5, 2568.0, 548.0, 872.5, 2330.5, 1857.0, 1435.0, 0.481, -0.493, 
565979.4, 2321123.0, resident, 883.0, 2629.0, 507.0, 907.0, 2556.0, 2226.0, 1399.0, 0.497, -0.487, 
577402.4, 2288638.0, resident, 787.0, 2475.0, 488.5, 828.0, 2203.5, 1615.0, 1244.0, 0.517, -0.499, 
579296.6, 2286747.0, resident, 816.5, 2402.5, 498.5, 828.0, 2116.5, 1668.0, 1131.5, 0.493, -0.487, 
604531.6, 2315828.0, resident, 813.0, 2584.0, 437.5, 832.5, 2347.0, 1912.0, 1374.5, 0.521, -0.513, 
598343.9, 2302638.0, resident, 751.5, 2479.0, 451.5, 775.0, 2455.5, 1618.5, 1171.0, 0.535, -0.524, 
582501.6, 2297942.0, resident, 1002.0, 2331.0, 607.0, 985.0, 2022.0, 1754.5, 1062.0, 0.399, -0.406, 
577213.5, 2344532.0, resident, 1070.5, 2610.0, 633.5, 1018.5, 2576.0, 2165.0, 1732.0, 0.418, -0.439, 
578786.8, 2310082.0, resident, 828.0, 2380.0, 526.0, 890.0, 2420.0, 1882.0, 1318.0, 0.484, -0.456, 
600099.1, 2343191.0, resident, 1001.0, 2547.5, 541.5, 881.5, 2538.5, 1921.0, 1393.0, 0.436, -0.486, 
583224.3, 2330727.0, resident, 875.0, 2491.0, 584.0, 887.0, 2306.0, 1917.0, 1526.0, 0.48, -0.475, 
596915.3, 2294866.0, resident, 777.0, 2455.0, 489.0, 847.0, 2202.0, 1841.0, 1095.0, 0.519, -0.487, 
595529.9, 2308304.0, resident, 854.0, 2453.0, 519.0, 896.0, 2227.0, 1958.0, 1227.0, 0.484, -0.465, 
595370.2, 2329030.0, resident, 924.5, 2224.0, 548.0, 897.5, 2298.5, 1906.5, 1141.5, 0.413, -0.425, 
572879.6, 2332495.0, resident, 924.0, 2516.0, 522.0, 918.0, 2617.0, 2549.0, 1592.0, 0.463, -0.465, 
611430.3, 2316045.0, resident, 904.5, 2725.5, 512.0, 901.0, 2751.5, 2139.0, 1434.0, 0.502, -0.503, 
584396.6, 2325634.0, resident, 790.0, 1406.5, 534.5, 741.5, 1508.0, 1462.0, 1274.5, 0.281, -0.31, 
595960.1, 2327816.0, resident, 857.5, 2517.5, 575.5, 916.5, 2362.0, 1667.5, 1054.0, 0.492, -0.466, 
532339.4, 2367768.0, resident, 768.0, 2571.0, 456.0, 788.0, 2306.0, 2155.0, 1344.0, 0.54, -0.531, 
602482.7, 2299806.0, resident, 678.0, 2319.0, 438.5, 739.0, 2353.0, 1875.0, 1175.0, 0.548, -0.517, 
535286.2, 2359154.0, resident, 1385.0, 3055.0, 778.0, 1225.0, 3056.0, 2750.0, 2161.0, 0.376, -0.428, 
603156.1, 2330554.0, resident, 1158.0, 2733.5, 700.0, 1096.5, 2336.0, 1822.0, 1265.0, 0.405, -0.427, 
599085.1, 2320555.0, resident, 917.5, 2225.0, 595.0, 900.0, 2121.0, 1791.0, 1393.0, 0.416, -0.424, 
535521.8, 2343808.0, resident, 704.5, 3019.0, 388.5, 758.0, 2679.0, 1763.0, 1033.5, 0.622, -0.599, 
596029.4, 2313291.0, resident, 812.0, 1989.0, 484.0, 828.0, 2133.0, 1824.0, 1145.0, 0.42, -0.412, 
592685.9, 2304247.0, resident, 797.0, 2511.0, 480.0, 838.0, 2231.0, 1798.0, 1112.0, 0.518, -0.5, 
597216.3, 2313425.0, resident, 765.5, 2393.5, 480.0, 798.5, 2403.0, 1619.0, 1140.0, 0.515, -0.5, 
592381.0, 2344381.0, resident, 927.0, 2658.0, 522.0, 869.0, 2670.0, 2102.5, 1734.0, 0.483, -0.507, 
577926.1, 2289092.0, resident, 790.0, 2403.0, 484.0, 805.0, 2182.5, 2000.0, 1277.0, 0.505, -0.498, 
582558.3, 2317349.0, resident, 810.0, 2165.0, 516.0, 827.0, 2074.0, 1818.0, 1172.0, 0.455, -0.447, 
609408.3, 2312132.0, resident, 1001.0, 2846.0, 592.0, 1008.0, 2800.0, 2268.0, 1514.0, 0.48, -0.477, 
574945.6, 2345727.0, resident, 905.5, 2573.5, 516.5, 833.5, 2533.5, 2132.0, 1534.0, 0.479, -0.511, 
596521.4, 2321575.0, resident, 732.0, 2348.5, 469.5, 766.0, 2204.0, 1828.0, 1489.5, 0.525, -0.508, 
568483.3, 2331532.0, resident, 855.0, 2618.0, 505.0, 871.0, 2598.0, 2432.0, 1482.0, 0.508, -0.501, 
572030.1, 2340715.0, resident, 823.0, 2733.0, 469.0, 823.0, 2463.0, 1650.0, 1289.0, 0.537, -0.537, 
567619.8, 2324815.0, resident, 829.0, 2317.0, 467.0, 821.0, 2247.0, 1684.0, 1355.0, 0.473, -0.477, 
