X,Y,label,B1,B2,B3,B4,B5,B6,B7,DEM,NDVI,NDWI
158,132,3,787.0,2145.0,431.0,793.0,2177.0,1168.0,1117.0,12,0.463,-0.46
237,136,3,791.5,2432.5,457.5,801.0,2098.0,2033.0,1109.0,10,0.509,-0.505
243,169,3,875.5,2255.0,547.0,871.0,2275.5,1858.0,1212.0,15,0.441,-0.443
76,53,3,451.0,2816.0,310.5,583.5,2529.0,1402.0,638.5,64,0.724,-0.657
160,167,3,728.0,2492.0,384.0,757.0,2386.0,2087.5,1079.0,8,0.548,-0.534
176,186,3,722.0,2510.0,405.0,798.0,2299.0,1586.0,942.0,9,0.553,-0.518
291,170,3,886.0,2937.0,511.0,884.0,2604.0,2071.0,1267.0,15,0.536,-0.537
95,73,3,706.5,2648.0,379.5,742.0,2623.5,2126.0,984.5,26,0.579,-0.562
125,142,3,553.0,2933.5,354.5,663.0,2749.0,1868.5,938.5,50,0.683,-0.631
60,88,3,499.0,2818.0,298.0,597.0,2663.0,2061.0,878.0,46,0.699,-0.65
234,165,3,680.5,2434.0,401.0,739.5,2308.5,1648.0,1016.0,12,0.563,-0.534
142,136,3,651.0,2962.0,369.0,763.0,2713.0,2307.0,1136.0,46,0.64,-0.59
206,150,3,722.0,2529.0,445.5,775.0,2428.5,1485.0,1224.5,17,0.556,-0.531
175,146,3,827.0,2687.0,474.0,859.0,2793.0,2390.5,1401.0,19,0.529,-0.516
246,179,3,757.0,2504.0,466.0,788.5,2393.5,1950.5,1245.5,12,0.536,-0.521
262,211,3,866.0,3014.0,499.0,870.0,2725.0,2145.0,1204.0,13,0.554,-0.552
182,184,3,927.5,2389.0,524.5,937.0,2327.0,1697.5,936.5,8,0.441,-0.437
225,103,3,824.0,3105.0,493.0,857.0,2864.0,2382.0,1431.0,10,0.581,-0.567
102,75,3,640.0,2822.5,341.0,707.5,2658.5,2186.0,1059.0,33,0.63,-0.599
171,195,3,707.0,2406.0,386.0,750.5,2190.0,1722.5,1100.0,25,0.546,-0.524
189,140,3,821.0,2771.0,474.0,876.0,2521.0,1899.5,1136.0,19,0.543,-0.52
95,85,3,699.0,2643.0,391.0,741.0,2268.0,1456.0,918.0,46,0.582,-0.562
35,65,3,568.0,2781.5,438.5,673.5,2489.0,1893.0,869.5,30,0.661,-0.61
181,176,3,1142.0,2394.0,657.0,1167.0,1911.0,1266.5,692.0,15,0.354,-0.345
270,144,3,926.5,2602.5,563.0,920.0,2334.0,1948.5,1252.0,8,0.475,-0.478
180,133,3,812.0,2100.5,458.0,859.5,1449.5,1113.0,667.5,25,0.442,-0.419
231,194,3,979.0,2488.0,595.0,924.0,2537.0,1559.0,1413.0,22,0.435,-0.458
74,71,3,927.5,2516.5,501.0,861.0,2431.5,1736.0,1098.0,7,0.461,-0.49
134,168,3,460.0,2802.0,289.0,587.0,2683.0,1788.0,824.0,53,0.718,-0.654
243,172,3,718.0,2201.0,439.0,791.0,2110.0,1483.0,971.0,17,0.508,-0.471
54,10,3,660.0,2723.0,450.0,711.0,2537.0,1909.0,1023.0,34,0.61,-0.586
155,152,3,702.5,2649.0,363.0,772.5,2669.0,2113.0,1073.0,14,0.581,-0.548
234,159,3,1113.5,2284.0,696.0,1086.0,2264.0,2065.5,1629.0,12,0.345,-0.355
131,127,3,663.5,2756.0,381.0,725.5,2653.5,1577.0,1062.5,11,0.612,-0.583
132,166,3,590.0,2856.0,334.0,670.0,2659.0,1732.5,888.0,63,0.658,-0.62
94,87,3,600.0,2800.0,316.0,682.0,2592.0,2004.0,997.0,38,0.647,-0.608
161,193,3,584.5,2715.0,334.5,657.0,2367.0,1632.0,917.5,23,0.646,-0.61
102,79,3,571.0,2791.0,303.0,648.0,2615.0,2001.0,840.5,24,0.66,-0.623
136,112,3,831.0,2474.0,449.0,859.0,2669.0,1867.5,1003.0,24,0.497,-0.485
255,117,3,1007.0,2876.0,578.0,951.0,2647.0,1982.0,1486.0,16,0.481,-0.503
168,189,3,775.0,2391.0,436.5,812.0,2183.5,1748.0,1124.5,8,0.51,-0.493
92,67,3,782.0,2822.0,457.0,822.0,3186.0,2282.0,1474.0,33,0.566,-0.549
67,81,3,639.0,3096.5,376.0,746.5,2770.5,2173.0,1143.5,51,0.658,-0.612
130,143,3,535.0,2785.0,340.5,648.5,2757.5,1837.0,948.5,23,0.678,-0.622
276,132,3,746.0,2553.0,475.0,803.5,2383.5,1924.5,1140.0,24,0.548,-0.521
216,146,3,948.0,2078.0,558.5,949.0,2037.0,1673.0,1204.0,15,0.373,-0.373
178,200,3,705.0,2690.0,390.0,813.0,2512.0,1923.0,1140.0,8,0.585,-0.536
62,29,3,433.5,2986.5,313.5,586.5,2908.5,1561.5,766.5,86,0.746,-0.672
185,161,3,692.0,3046.0,404.0,796.0,2752.5,2033.0,1163.0,21,0.63,-0.586
286,124,3,857.0,2854.0,490.0,883.0,2696.0,1821.0,1168.0,13,0.538,-0.527
206,184,3,970.0,2512.5,589.5,1023.5,2223.5,1827.5,1005.0,7,0.443,-0.421
69,61,3,569.5,2820.0,327.0,662.5,2431.5,1501.0,765.0,51,0.664,-0.62
94,98,3,633.0,2680.5,393.0,724.5,2453.0,2034.0,1157.0,20,0.618,-0.574
205,148,3,765.5,2291.0,470.0,812.0,2312.5,1478.5,1151.0,17,0.499,-0.477
224,178,3,650.0,1691.0,429.5,723.0,1560.0,1275.0,729.5,14,0.445,-0.401
205,146,3,834.0,2761.0,515.0,911.0,2466.0,1925.0,1412.0,16,0.536,-0.504
22,29,3,703.0,2271.5,449.5,730.0,1881.5,1196.0,616.0,25,0.527,-0.514
209,208,3,930.0,2554.0,531.0,955.0,2398.0,1873.0,1016.0,11,0.466,-0.456
228,148,3,890.0,2581.0,511.0,881.0,2355.0,2042.5,1416.0,12,0.487,-0.491
158,179,3,603.5,2737.0,346.5,657.0,2560.0,1767.0,1074.0,28,0.639,-0.613
233,146,3,722.0,2849.0,426.0,809.0,2393.0,1905.0,1048.0,18,0.596,-0.558
242,213,3,694.0,2690.0,470.0,787.0,2397.0,1474.0,975.0,14,0.59,-0.547
44,38,3,727.0,2544.0,452.0,732.0,2401.0,1838.0,871.0,49,0.555,-0.553
63,10,3,701.0,2441.0,468.0,759.0,2448.0,2010.0,1019.0,22,0.554,-0.526
22,104,3,726.0,2620.0,492.0,779.0,2656.0,2085.0,1120.0,130,0.566,-0.542
269,179,3,1099.0,2683.0,603.0,1040.0,2627.0,2305.0,1665.0,7,0.419,-0.441
252,201,3,693.0,2842.0,453.0,785.0,2766.0,2082.0,990.0,9,0.608,-0.567
29,34,3,549.0,2514.0,397.0,645.0,2306.0,1406.0,847.0,33,0.642,-0.592
51,87,3,776.0,2691.0,443.0,834.0,2426.0,2287.0,1217.0,56,0.552,-0.527
141,172,3,528.0,2658.0,326.5,630.0,2491.5,2050.0,1026.5,76,0.669,-0.617
177,143,3,683.0,2996.0,394.0,751.0,2626.0,2042.0,1153.0,16,0.629,-0.599
280,229,3,913.5,2702.5,509.5,881.0,2628.0,2099.0,1129.5,5,0.495,-0.508
68,13,3,761.0,2586.0,494.0,779.0,2539.0,2008.5,1032.0,25,0.545,-0.537
191,154,3,850.0,2546.0,502.0,853.0,2449.0,2129.5,1565.0,13,0.499,-0.498
120,73,3,801.0,2972.0,452.0,916.0,3029.0,2440.0,1573.0,26,0.575,-0.529
254,221,3,672.0,2794.5,412.0,764.5,2686.0,2109.0,1066.5,10,0.612,-0.57
234,197,3,796.0,2280.0,484.0,836.0,2146.0,1806.5,1236.0,6,0.482,-0.463
256,196,3,693.0,3095.0,405.0,794.0,2891.0,2089.0,1055.0,9,0.634,-0.592
248,235,3,805.0,2966.0,481.0,831.0,2456.0,1891.0,1282.0,9,0.573,-0.562
75,75,3,772.0,2588.0,417.0,804.0,2449.0,1981.5,1023.0,18,0.54,-0.526
276,149,3,824.0,2530.5,490.0,859.0,2370.0,1613.0,1035.0,13,0.509,-0.493
196,165,3,936.0,2410.0,566.5,938.5,2237.0,2152.5,1529.0,14,0.441,-0.439
209,132,3,817.0,2724.0,481.0,850.0,2706.0,1868.0,1196.0,16,0.539,-0.524
237,139,3,768.0,2400.5,447.0,819.0,2073.0,1570.0,1038.0,11,0.515,-0.491
285,238,3,832.0,2631.0,493.0,857.0,2472.0,1752.0,1158.0,14,0.519,-0.509
277,230,3,736.0,2900.5,451.5,770.5,2673.5,2049.0,1088.5,9,0.595,-0.58
137,151,3,503.0,2141.0,328.0,634.0,1922.0,1489.0,696.0,30,0.62,-0.543
189,140,3,821.0,2771.0,474.0,876.0,2521.0,1899.5,1136.0,16,0.543,-0.52
79,101,3,667.5,2421.5,401.0,739.5,2427.5,1605.0,1072.0,30,0.568,-0.532
108,58,3,618.5,2607.5,349.5,726.0,2223.5,1671.0,862.0,25,0.617,-0.564
278,241,3,757.5,2487.5,426.5,780.5,2222.5,1549.5,1022.0,13,0.533,-0.522
210,106,3,839.0,3043.0,495.0,882.0,2794.0,2118.5,1387.0,15,0.568,-0.551
253,161,3,696.0,2865.0,416.0,778.0,2650.0,1961.0,1166.0,15,0.609,-0.573
241,230,3,867.0,2210.0,535.0,834.0,2010.0,1509.0,1004.0,7,0.436,-0.452
299,237,3,721.0,2928.5,417.5,796.0,2632.5,1966.0,1040.0,7,0.605,-0.573
148,162,3,444.5,2911.5,228.0,597.5,2789.0,1614.0,822.0,24,0.735,-0.659
274,184,3,1157.0,2884.0,649.0,1123.0,2729.0,2349.0,1501.0,17,0.427,-0.439
102,133,3,846.5,2191.0,497.5,816.5,1972.0,1716.5,1260.5,24,0.443,-0.457
95,84,3,715.0,2561.0,396.0,741.0,2212.0,1700.0,918.0,15,0.563,-0.551
279,228,3,917.0,2694.0,530.0,857.0,2613.0,1931.0,1123.0,5,0.492,-0.517
110,96,3,759.0,2377.0,407.0,770.0,2488.0,1828.0,1079.0,21,0.516,-0.511
286,182,3,890.0,2564.0,494.0,885.0,2304.0,1994.0,1519.0,9,0.485,-0.487
170,183,3,874.0,2298.0,459.0,883.0,2310.0,1610.0,1064.0,9,0.449,-0.445
259,157,3,905.0,3059.0,558.0,967.0,2769.0,2224.0,1514.0,10,0.543,-0.52
35,31,3,802.0,2519.0,454.0,833.0,2223.0,1760.0,940.0,20,0.517,-0.503
243,143,3,846.5,2539.5,500.0,889.5,2526.5,2112.0,1183.5,9,0.5,-0.481
153,159,3,683.5,2590.5,386.5,763.0,2557.5,2203.0,1244.5,20,0.582,-0.545
194,171,3,705.5,2876.0,416.5,781.0,2585.5,1845.5,1128.0,9,0.606,-0.573
259,130,3,1033.0,2636.0,583.0,994.0,2449.0,2234.0,1236.0,11,0.437,-0.452
185,143,3,783.5,2621.5,432.0,820.5,2449.5,2101.5,1236.5,19,0.54,-0.523
96,97,3,887.0,2513.5,496.5,889.0,2072.5,1798.0,1117.0,22,0.478,-0.477
89,43,3,582.0,2818.5,385.5,657.5,2498.0,1723.0,904.5,58,0.658,-0.622
274,160,3,933.0,2896.0,532.0,932.0,2463.0,1903.0,1050.0,9,0.513,-0.513
298,241,3,857.5,2799.0,489.5,900.5,2748.5,1968.5,1044.5,13,0.531,-0.513
258,184,3,864.0,2550.5,502.0,885.5,2549.0,1924.0,1187.0,10,0.494,-0.485
194,198,3,813.5,2644.0,481.0,822.0,2522.5,1964.0,1141.5,8,0.529,-0.526
154,160,3,679.0,2547.0,373.0,762.0,2363.0,1762.0,1164.0,29,0.579,-0.539
144,172,3,654.0,2686.0,398.0,726.0,2633.0,2065.0,1070.0,63,0.608,-0.574
119,79,3,690.0,2335.0,399.5,752.0,2049.0,1523.0,929.5,18,0.544,-0.513
87,18,3,707.0,2901.0,447.0,757.0,2725.0,1881.0,1047.0,25,0.608,-0.586
297,129,3,1032.0,2802.0,557.0,963.0,2476.0,1894.5,1057.0,9,0.462,-0.488
194,119,3,779.0,2912.0,469.0,832.5,2707.0,2147.0,1198.0,7,0.578,-0.555
123,126,3,683.0,2830.0,396.0,779.0,2667.0,1672.5,1126.0,23,0.611,-0.568
187,157,3,821.5,2635.0,451.5,830.0,2738.0,2090.5,1377.0,10,0.525,-0.521
136,126,3,771.0,2662.0,429.0,771.5,2546.0,1958.0,1122.5,5,0.551,-0.551
243,157,3,805.0,2241.0,482.0,866.0,2229.0,1663.0,1152.0,19,0.471,-0.443
59,71,3,656.5,2577.0,367.5,769.5,2029.5,1582.0,811.5,25,0.594,-0.54
98,151,3,622.0,2951.0,376.0,708.0,2909.0,1790.0,1094.0,36,0.652,-0.613
258,209,3,718.0,2986.0,420.0,772.0,2785.0,1862.5,1101.0,10,0.612,-0.589
202,105,3,741.0,2952.0,443.0,769.5,2823.5,2124.0,1230.5,14,0.599,-0.586
90,90,3,554.0,2922.0,327.0,658.0,2876.0,1986.5,926.0,58,0.681,-0.632
266,160,3,967.5,3085.0,555.0,929.5,2622.0,1975.0,1129.5,14,0.523,-0.537
115,120,3,675.5,2883.0,396.0,767.5,2784.5,1673.5,1209.0,24,0.62,-0.58
298,237,3,813.0,2919.5,466.0,866.5,2649.0,2151.0,1047.5,7,0.564,-0.542
278,205,3,1009.5,2807.0,522.0,900.5,2589.5,2046.0,1180.0,11,0.471,-0.514
265,249,3,594.0,2926.0,392.0,741.0,2855.0,1927.0,834.0,12,0.662,-0.596
48,81,3,606.0,3022.5,364.0,718.0,2795.5,1856.0,1131.5,68,0.666,-0.616
14,99,3,484.0,2839.5,348.0,666.0,2817.0,1988.5,935.5,164,0.709,-0.62
251,194,3,672.0,2838.0,423.0,775.0,2561.0,1934.0,1065.0,11,0.617,-0.571
66,69,3,570.0,2708.0,331.0,690.0,2446.0,2016.0,1010.0,39,0.652,-0.594
271,178,3,904.5,2725.5,512.0,901.0,2751.5,2139.0,1434.0,8,0.502,-0.503
30,98,3,367.5,3134.5,292.0,573.0,3076.0,1906.0,854.0,463,0.79,-0.691
138,164,3,684.0,2942.0,341.0,724.0,2955.0,2132.0,1165.0,47,0.623,-0.605
63,135,3,479.0,3144.0,276.0,652.0,2982.0,1875.0,914.0,90,0.736,-0.656
155,174,3,680.5,2538.0,371.0,784.0,2468.0,1928.0,1195.0,22,0.577,-0.528
257,224,3,710.0,2656.0,401.0,732.0,2467.0,1843.5,959.0,7,0.578,-0.568
257,156,3,822.0,2957.0,476.0,840.0,2593.0,2026.0,1278.0,11,0.565,-0.558
229,159,3,779.0,2562.0,472.0,845.0,2422.0,2074.5,1426.0,14,0.534,-0.504
275,248,3,665.5,2877.5,443.5,758.5,2818.5,1709.5,1188.5,8,0.624,-0.583
246,229,3,743.0,2700.0,452.0,824.5,2301.5,1645.0,986.0,10,0.568,-0.532
254,204,3,574.5,2835.0,364.0,712.5,2467.5,1479.5,858.5,6,0.663,-0.598
213,178,3,770.5,2742.0,505.0,818.5,2233.0,1849.0,1272.5,12,0.561,-0.54
297,243,3,895.0,2920.0,496.0,905.0,2686.0,1729.0,1051.0,7,0.531,-0.527
205,207,3,875.0,2342.5,544.5,893.5,2229.0,1745.0,1299.5,9,0.456,-0.448
112,105,3,811.0,2667.0,428.5,800.0,2750.5,2132.0,1273.0,10,0.534,-0.539
205,128,3,883.5,2880.0,528.0,877.5,2653.5,1921.0,1552.5,8,0.53,-0.533
53,33,3,419.5,2875.5,296.5,551.0,2590.0,1344.0,690.5,62,0.745,-0.678
234,171,3,747.5,2024.5,456.0,792.5,1414.5,969.0,578.5,13,0.461,-0.437
124,79,3,865.0,2408.0,481.0,898.0,2113.0,1464.0,914.0,43,0.471,-0.457
188,134,3,879.0,1473.0,491.0,926.0,1773.0,1261.0,721.0,5,0.253,-0.228
41,52,3,388.0,2865.0,273.0,546.0,2516.0,1586.5,638.0,29,0.761,-0.68
90,57,3,477.0,2915.5,272.5,596.0,2591.5,1525.0,790.0,50,0.719,-0.661
27,122,3,676.0,2936.0,417.0,762.0,2948.5,1959.0,1116.0,150,0.626,-0.588
138,160,3,559.0,2778.0,316.0,657.0,2713.0,1680.5,1069.0,30,0.665,-0.617
85,53,3,408.0,2705.0,255.0,508.0,2453.0,1722.0,651.0,69,0.738,-0.684
249,196,3,739.0,2917.0,469.0,807.0,2786.0,2308.0,1250.0,8,0.596,-0.567
208,97,3,376.5,2607.0,227.0,489.5,2376.5,1488.5,549.5,54,0.748,-0.684
288,216,3,923.5,2917.0,502.5,870.0,2742.5,2077.0,1105.5,12,0.519,-0.541
86,52,3,484.0,2805.0,318.0,593.0,2513.0,1480.0,734.0,48,0.706,-0.651
194,245,3,765.0,2251.5,482.0,821.0,2146.5,1674.0,1012.5,9,0.493,-0.466
235,199,3,775.0,2763.0,467.0,830.0,2564.0,2066.5,1127.0,6,0.562,-0.538
291,228,3,842.5,2887.0,495.0,885.5,2707.5,2053.5,1246.5,11,0.548,-0.531
191,247,3,807.0,2018.0,478.0,853.0,1837.0,1359.0,797.0,6,0.429,-0.406
141,132,3,649.0,2649.0,360.0,728.0,2666.0,2014.0,1064.0,12,0.606,-0.569
63,12,3,599.0,2774.0,400.0,668.0,2401.0,1634.0,918.0,18,0.645,-0.612
284,116,3,930.0,2642.0,538.5,915.0,2442.0,1869.0,1217.0,7,0.479,-0.486
94,162,3,570.5,2989.0,327.0,682.0,2917.5,2044.0,969.5,15,0.679,-0.628
200,105,3,777.0,2748.0,445.5,824.5,2698.5,1972.5,1343.0,12,0.559,-0.538
180,135,3,758.0,2728.5,438.0,829.5,2104.0,1534.0,942.0,18,0.565,-0.534
242,179,3,744.0,2457.0,443.0,792.0,2265.5,1566.0,966.0,12,0.535,-0.512
73,97,3,574.0,3017.0,337.0,683.0,2864.0,2291.0,1086.0,53,0.68,-0.631
124,122,3,731.5,2732.0,390.0,772.0,2540.0,2078.5,1166.5,23,0.578,-0.559
249,161,3,725.0,2631.0,411.0,785.5,2547.5,1602.5,1009.5,11,0.568,-0.54
241,174,3,744.0,2339.0,436.0,794.5,2291.0,1878.0,876.0,12,0.517,-0.493
201,98,3,698.0,3098.0,410.0,791.0,2869.0,2054.0,1185.0,20,0.632,-0.593
287,219,3,750.0,2975.0,428.0,763.0,2801.0,1842.5,1083.0,10,0.597,-0.592
187,147,3,881.0,2563.5,524.0,904.5,2471.5,2013.5,1383.0,12,0.488,-0.478
95,165,3,647.5,2901.0,379.5,746.5,2750.0,2358.5,1091.0,14,0.635,-0.591
226,185,3,726.0,2632.0,460.0,765.0,2306.0,1748.0,1202.0,8,0.568,-0.55
235,123,3,750.5,3187.5,422.5,857.5,3031.0,2327.0,1168.5,9,0.619,-0.576
188,163,3,771.5,2862.5,443.5,820.5,2594.0,2228.0,1164.0,13,0.575,-0.554
264,122,3,860.5,2821.0,522.0,879.5,2453.5,1888.0,1349.5,11,0.533,-0.525
71,59,3,604.0,2741.5,344.5,677.5,2408.5,1647.0,836.5,61,0.639,-0.604
263,169,3,937.0,2679.0,582.0,998.0,2762.0,2393.0,1495.0,17,0.482,-0.457
222,197,3,807.0,2619.0,499.0,883.0,2587.0,1828.5,1141.0,7,0.529,-0.496
230,213,3,773.0,2567.0,464.0,834.0,2474.0,1891.0,1183.0,7,0.537,-0.51
289,127,3,908.0,2892.0,488.0,895.0,2786.0,2039.0,1160.0,9,0.522,-0.527
292,228,3,862.0,2807.0,500.5,881.5,2718.5,2035.0,1217.5,7,0.53,-0.522
254,211,3,684.0,2712.0,438.0,800.0,2610.0,2193.0,1059.0,8,0.597,-0.544
43,42,3,764.0,2408.0,457.0,810.5,2056.0,1321.0,925.5,12,0.518,-0.496
65,34,3,434.0,3188.0,313.0,601.0,2950.0,1692.0,754.0,63,0.76,-0.683
192,165,3,918.5,2542.5,519.5,886.5,2498.5,2441.0,1317.5,11,0.469,-0.483
143,163,3,505.0,2832.0,290.0,640.0,2752.0,1969.0,967.0,27,0.697,-0.631
172,150,3,772.0,2867.5,441.0,831.0,2668.0,1843.5,1023.5,5,0.576,-0.551
40,38,3,751.0,2341.0,439.0,762.0,1922.0,1656.0,936.0,32,0.514,-0.509
261,210,3,837.0,2952.0,467.0,825.0,2848.0,2274.5,1221.0,17,0.558,-0.563
198,215,3,974.0,2285.0,571.0,967.0,2298.0,1760.5,946.0,7,0.402,-0.405
237,108,3,902.5,2417.5,533.0,935.0,2462.5,1669.5,1017.0,13,0.456,-0.442
212,171,3,846.0,2044.0,543.5,798.0,2063.5,1629.0,1412.5,16,0.415,-0.438
283,181,3,951.5,3130.0,520.5,931.0,2679.0,2054.0,1392.5,6,0.534,-0.541
286,221,3,735.0,2843.0,427.0,786.0,2640.0,1668.0,1012.0,20,0.589,-0.567
263,213,3,813.0,2853.0,450.0,809.0,2490.0,1947.5,1303.0,8,0.556,-0.558
201,133,3,859.0,2877.0,502.0,926.0,2753.0,2349.0,1352.0,21,0.54,-0.513
160,170,3,850.0,2457.0,442.0,850.0,2309.0,1783.0,1065.0,19,0.486,-0.486
229,147,3,846.0,2592.0,511.0,888.0,2466.0,2023.0,1343.0,11,0.508,-0.49
208,224,3,891.5,2497.5,548.5,949.0,2054.0,1392.0,837.5,6,0.474,-0.449
225,136,3,782.0,2981.0,452.0,855.0,2681.0,2291.0,1188.0,15,0.584,-0.554
220,86,3,755.5,2786.5,442.0,799.5,2692.5,1802.0,1193.5,11,0.573,-0.554
269,139,3,919.0,2840.0,534.0,910.0,2544.0,2088.5,1294.0,11,0.511,-0.515
216,87,3,663.0,2959.0,398.0,755.0,2796.0,1823.5,1165.0,12,0.634,-0.593
272,130,3,971.0,2720.0,615.0,1019.0,2288.0,2181.0,1258.0,9,0.474,-0.455
226,134,3,849.0,2636.0,501.0,873.0,2483.0,2015.0,1470.0,18,0.513,-0.502
221,128,3,904.0,2818.5,548.0,930.5,2644.0,2305.5,1380.5,13,0.514,-0.504
29,56,3,518.5,2971.0,338.0,609.0,2585.5,1707.0,864.5,27,0.703,-0.66
291,135,3,908.0,2917.0,514.0,947.0,2598.0,1937.0,1217.0,11,0.525,-0.51
253,150,3,936.0,2718.0,557.5,936.5,2351.5,1782.0,1044.0,14,0.488,-0.487
263,235,3,746.0,2882.0,463.0,819.0,2767.0,1974.0,1076.0,9,0.589,-0.557
260,182,3,1127.0,2723.5,639.5,1065.5,2729.5,2313.0,1505.5,12,0.415,-0.438
233,206,3,754.0,2382.0,465.0,816.0,1917.0,1318.0,791.0,11,0.519,-0.49
297,227,3,916.0,2710.0,531.0,907.0,2614.0,2202.0,1216.0,22,0.495,-0.498
284,193,3,977.0,2775.0,549.0,954.0,2502.0,1930.0,1117.0,11,0.479,-0.488
244,241,3,843.0,2300.0,552.0,857.0,2309.0,1856.0,1192.0,9,0.464,-0.457
112,63,3,719.0,2693.0,392.5,791.0,2380.5,1778.0,971.5,9,0.579,-0.546
273,137,3,1025.0,2614.5,598.0,972.5,2350.0,1899.0,1385.0,15,0.437,-0.458
36,45,3,659.0,2605.0,410.5,703.0,2375.5,1523.0,740.5,28,0.596,-0.575
119,141,3,467.5,2867.5,290.5,567.0,2576.5,1561.0,807.0,73,0.72,-0.67
246,182,3,718.0,2665.0,448.0,783.5,2551.0,1591.0,1267.0,12,0.576,-0.546
239,186,3,769.0,2293.0,483.0,810.0,2418.0,1953.0,1256.0,17,0.498,-0.478
265,214,3,841.0,2845.0,460.0,831.0,2699.0,2044.0,1178.0,6,0.544,-0.548
195,143,3,789.0,2594.5,460.0,828.5,2575.5,2193.5,1323.5,8,0.534,-0.516
117,72,3,676.0,2828.0,345.0,730.0,2515.0,1937.0,970.0,19,0.614,-0.59
173,152,3,755.0,2841.0,445.0,797.0,2689.0,2070.0,1296.0,12,0.58,-0.562
24,106,3,633.0,3077.0,409.0,719.0,3089.5,1909.0,1102.0,127,0.659,-0.621
197,179,3,708.0,2966.0,404.0,799.0,2659.0,2068.0,1145.0,12,0.615,-0.576
109,102,3,780.5,2740.0,435.5,818.0,2391.0,1554.0,937.0,14,0.557,-0.54
94,49,3,639.0,2884.0,369.0,634.0,2594.0,1507.0,800.0,52,0.637,-0.64
72,11,3,664.0,2742.0,447.0,709.5,2551.0,1950.5,1007.0,34,0.61,-0.589
196,257,3,588.5,2026.5,326.5,707.5,1903.5,1299.0,615.0,6,0.55,-0.482
160,144,3,818.0,2861.0,440.0,829.0,2651.0,2183.5,1188.0,8,0.555,-0.551
54,68,3,671.5,2633.0,374.5,757.0,2690.5,1978.5,1129.0,32,0.594,-0.553
250,158,3,699.0,2606.0,435.0,742.0,2312.0,1768.0,960.0,13,0.577,-0.557
102,47,3,690.0,2458.0,422.0,796.0,2007.0,1361.0,858.0,17,0.562,-0.511
250,117,3,726.5,2879.5,403.5,846.0,2572.0,2154.5,1428.0,9,0.597,-0.546
257,187,3,782.0,2670.0,453.0,819.0,2582.0,1937.0,1149.0,9,0.547,-0.531
263,185,3,877.0,2733.5,470.5,887.0,2772.5,1888.5,1247.5,17,0.514,-0.51
199,130,3,803.0,2668.0,480.0,815.0,2892.0,2238.5,1346.0,14,0.537,-0.532
218,148,3,818.5,2511.0,473.5,841.0,2470.5,1722.5,1161.0,15,0.508,-0.498
85,33,3,597.0,2843.0,358.0,649.0,2661.0,1822.0,870.0,37,0.653,-0.628
214,184,3,780.0,2370.0,502.0,844.0,2097.0,1755.0,935.0,7,0.505,-0.475
230,212,3,772.0,2484.5,468.5,827.5,2479.0,1827.0,1085.0,6,0.526,-0.5
65,24,3,470.0,2863.0,344.0,633.0,2723.0,1605.0,833.0,56,0.718,-0.638
276,133,3,833.0,2482.0,472.0,913.0,2200.0,1702.0,1018.0,9,0.497,-0.462
71,73,3,818.0,2520.0,437.0,839.0,2191.0,1947.0,990.0,10,0.51,-0.5
195,133,3,993.0,2137.0,548.0,969.0,2444.0,1821.0,1108.0,10,0.365,-0.376
193,170,3,694.0,2694.0,411.0,776.0,2490.0,1731.0,1158.0,21,0.59,-0.553
196,187,3,695.0,2938.0,402.0,752.0,2707.0,2160.0,1071.0,12,0.617,-0.592
66,65,3,879.5,2389.5,526.5,910.0,2315.5,2061.0,1336.0,33,0.462,-0.448
20,40,3,419.0,2634.0,291.0,529.0,2329.0,1804.0,591.0,56,0.726,-0.666
238,217,3,818.0,2461.0,511.5,817.5,2125.0,1685.0,1078.5,8,0.501,-0.501
107,62,3,679.0,2842.0,368.5,725.0,2531.0,2036.0,920.0,43,0.614,-0.593
189,127,3,823.0,2733.0,469.0,823.0,2463.0,1650.0,1289.0,14,0.537,-0.537
125,129,3,712.0,2823.0,449.0,791.0,2685.0,1975.5,1203.0,22,0.597,-0.562
100,172,3,514.0,2966.5,326.5,602.5,2715.0,1754.0,927.5,72,0.705,-0.662
318,139,3,922.0,2342.0,555.0,926.0,1773.0,1505.5,978.0,13,0.435,-0.433
61,48,3,691.5,2040.0,417.5,754.5,2095.5,1451.0,741.5,18,0.494,-0.46
133,165,3,502.0,2912.0,297.0,628.0,2733.0,2059.0,1056.0,45,0.706,-0.645
263,121,3,877.5,2709.0,539.0,899.0,2508.0,2016.0,1363.5,10,0.511,-0.502
162,144,3,763.0,2642.0,417.5,814.5,2662.0,2187.5,1132.5,26,0.552,-0.529
187,224,3,659.0,1868.0,416.5,781.5,1658.5,1096.5,621.5,8,0.478,-0.41
182,131,3,831.0,2477.0,460.0,913.0,2819.5,1978.0,1172.0,13,0.498,-0.461
201,163,3,912.0,2313.0,548.0,902.0,2266.0,1775.0,1175.0,10,0.434,-0.439
33,84,3,537.0,3259.5,409.5,656.5,3145.5,1645.0,1009.0,119,0.717,-0.665
217,131,3,826.5,2783.0,519.5,902.5,2637.0,2066.5,1397.5,15,0.542,-0.51
217,197,3,930.5,2463.5,548.0,943.5,2165.0,1610.0,963.5,8,0.452,-0.446
75,16,3,609.5,2601.0,399.0,668.5,2401.5,1565.0,963.5,37,0.62,-0.591
202,131,3,962.5,2520.0,556.5,948.0,2522.0,1791.0,1597.5,17,0.447,-0.453
