X,Y,label,B1,B2,B3,B4,B5,B6,B7,DEM,NDVI,NDWI
110,63,3,688.5,2750.5,407.5,781.0,2655.0,1832.0,983.5,26,0.6,-0.558
253,155,3,850.0,2535.0,500.5,896.0,2118.0,1639.0,830.0,16,0.498,-0.478
181,164,3,798.0,2752.0,456.5,856.5,2469.0,2223.5,1296.0,13,0.55,-0.525
175,185,3,755.0,2559.0,434.0,818.0,2299.0,1865.5,1281.0,11,0.544,-0.516
113,74,3,594.0,2588.0,341.0,701.0,2224.0,1553.0,787.0,38,0.627,-0.574
202,114,3,784.0,2849.0,462.0,808.0,2797.0,2084.0,1136.0,16,0.568,-0.558
220,103,3,595.5,2439.0,350.0,687.0,2584.0,1728.0,1000.0,23,0.608,-0.56
288,221,3,786.0,2716.0,445.0,844.0,2438.0,1668.0,935.0,13,0.551,-0.526
269,226,3,851.5,2697.0,473.0,856.5,2545.5,1917.0,1241.5,12,0.52,-0.518
293,167,3,1030.0,3070.0,586.5,995.5,2769.5,2360.0,1252.0,13,0.498,-0.51
34,72,3,381.0,2759.0,309.0,504.0,2431.0,1342.0,592.0,49,0.757,-0.691
270,167,3,874.0,2593.0,505.0,885.0,2414.0,1952.0,1245.0,11,0.496,-0.491
272,195,3,731.0,2686.0,423.0,779.5,2397.0,2101.0,1091.0,11,0.572,-0.55
249,174,3,686.5,2487.5,424.0,782.5,2263.0,1579.0,847.0,25,0.567,-0.521
186,150,3,811.5,2978.5,449.0,874.0,2976.5,2138.0,1161.0,13,0.572,-0.546
185,118,3,883.0,2637.0,541.0,878.0,2423.0,2165.0,1103.0,11,0.498,-0.5
218,128,3,816.0,3050.0,508.0,917.0,2845.0,2301.0,1370.0,14,0.578,-0.538
97,149,3,481.5,1398.5,342.5,601.0,2032.0,1577.0,730.0,32,0.488,-0.399
159,170,3,850.0,2610.0,444.0,850.0,2480.0,2051.5,1309.0,21,0.509,-0.509
74,61,3,606.5,2675.0,354.0,682.0,2539.5,1640.0,869.5,35,0.63,-0.594
211,209,3,978.0,2459.5,532.0,955.0,1962.0,1427.0,766.5,10,0.431,-0.441
60,131,3,575.0,2963.0,323.0,683.0,2946.0,2190.0,1063.0,93,0.675,-0.625
252,224,3,748.0,2719.0,453.0,789.0,2596.0,1839.0,1040.0,5,0.569,-0.55
70,26,3,460.0,2834.0,317.0,608.0,2580.0,1895.0,607.0,53,0.721,-0.647
45,36,3,487.0,2864.0,294.0,582.0,2500.0,1601.0,603.0,30,0.709,-0.662
265,218,3,798.0,2738.0,446.0,827.0,2635.0,2146.0,1314.0,6,0.549,-0.536
51,40,3,394.0,2950.0,235.0,545.0,2643.0,1371.5,591.0,50,0.764,-0.688
295,144,3,820.0,2917.5,479.5,799.0,2582.5,1897.5,1193.0,14,0.561,-0.57
107,66,3,709.0,2605.0,395.0,732.0,2285.5,1397.0,848.0,39,0.572,-0.561
248,141,3,854.5,2571.5,494.0,889.0,2405.0,2111.0,1314.0,14,0.501,-0.486
79,98,3,601.0,2249.0,359.0,717.0,2278.5,1658.0,947.5,36,0.578,-0.517
67,7,3,488.0,2906.0,331.0,560.0,2472.0,1431.0,691.0,31,0.712,-0.677
173,158,3,810.0,2706.5,482.5,842.0,2545.5,2109.0,1605.5,12,0.539,-0.525
29,57,3,644.0,3091.0,450.0,742.0,2782.0,2074.0,1067.0,45,0.655,-0.613
214,137,3,921.0,2325.0,530.0,944.0,2474.0,2006.0,1207.0,10,0.433,-0.422
255,122,3,1171.0,2618.0,695.0,1126.5,2134.5,1391.0,1373.5,11,0.382,-0.398
102,101,3,726.0,2758.0,438.0,787.0,2266.0,1661.0,1039.0,18,0.583,-0.556
275,141,3,944.0,2995.0,535.0,900.0,2761.0,1979.0,1108.0,16,0.521,-0.538
46,32,3,458.5,2795.0,351.0,596.0,2471.0,1512.0,842.0,42,0.718,-0.648
276,179,3,985.0,2768.0,579.5,985.0,2609.5,2223.5,1416.0,10,0.475,-0.475
249,148,3,1205.5,2841.5,688.5,1169.0,2793.5,2386.0,1840.5,13,0.404,-0.417
35,126,7,448.5,3049.5,310.5,619.5,3123.5,2183.5,876.0,216,0.744,-0.662
56,163,7,338.5,2917.5,176.5,452.0,2674.0,2122.0,724.5,584,0.792,-0.732
55,103,7,343.0,2881.0,199.0,522.0,2545.0,1682.0,699.0,288,0.787,-0.693
98,45,7,601.0,2811.0,395.0,689.0,2594.0,1687.0,988.0,33,0.648,-0.606
72,161,7,395.0,3407.0,225.0,617.5,3293.0,2264.0,930.0,274,0.792,-0.693
212,94,7,370.0,2440.0,231.0,510.0,2250.0,1393.0,614.5,131,0.737,-0.654
23,115,7,535.0,2896.0,372.0,714.0,2894.0,1649.5,1030.0,163,0.688,-0.604
57,129,7,528.0,3150.0,292.0,667.0,2937.0,2351.5,1060.0,65,0.713,-0.651
10,86,7,433.0,2820.0,322.0,615.0,3080.0,2420.5,973.0,373,0.734,-0.642
40,91,7,335.0,3138.0,220.0,505.5,3071.5,1720.0,805.5,232,0.807,-0.723
28,103,7,271.0,2589.0,214.0,421.5,2403.5,1872.0,631.0,722,0.81,-0.72
216,100,7,383.5,2496.0,262.5,506.0,2190.0,1183.0,525.0,161,0.734,-0.663
71,177,7,228.0,2390.0,171.0,365.0,2566.0,1604.5,593.0,606,0.826,-0.735
164,144,7,785.0,2755.0,434.0,824.0,2581.0,2180.0,1304.0,19,0.556,-0.54
89,80,7,600.0,2608.5,329.0,672.5,2352.5,1655.0,988.5,18,0.626,-0.59
180,220,7,393.0,2949.0,250.0,546.0,2629.0,1369.5,733.0,185,0.765,-0.688
59,98,7,377.0,3196.0,219.0,530.0,3051.0,1978.0,976.0,353,0.789,-0.716
37,19,7,415.0,2776.0,297.0,547.0,2481.0,1621.0,657.0,48,0.74,-0.671
85,158,7,372.0,3174.0,216.0,578.0,3103.0,2135.5,856.0,199,0.79,-0.692
93,87,7,566.0,2785.0,320.0,661.0,2408.0,1811.0,848.0,36,0.662,-0.616
56,91,7,547.0,3018.0,311.0,656.0,2953.0,1987.0,992.0,183,0.693,-0.643
53,147,7,283.0,3402.0,136.0,473.0,3278.0,2251.0,902.0,632,0.846,-0.756
67,7,7,488.0,2906.0,331.0,560.0,2472.0,1431.0,691.0,34,0.712,-0.677
147,164,7,448.5,2967.5,261.0,625.5,2772.5,1646.0,825.0,41,0.737,-0.652
110,84,7,566.0,2761.0,314.0,719.0,2567.0,1598.0,939.0,46,0.66,-0.587
122,158,7,297.5,2733.5,148.5,456.5,2681.5,1567.0,672.5,481,0.804,-0.714
86,139,7,428.0,3118.0,250.5,584.5,3010.0,2282.0,979.0,122,0.759,-0.684
189,245,7,498.5,2186.0,274.5,621.5,1989.0,1200.5,601.5,82,0.629,-0.557
44,158,7,260.0,3110.5,120.0,453.5,2809.0,1875.0,691.5,464,0.846,-0.746
14,43,7,229.0,2607.5,192.5,393.0,2466.0,1620.5,559.5,587,0.839,-0.738
16,104,7,514.0,3072.5,357.5,668.5,3080.5,2264.0,1044.0,364,0.713,-0.643
12,89,7,465.0,3207.0,348.0,660.0,3236.0,2184.5,931.0,317,0.747,-0.659
23,42,7,406.0,2642.5,312.0,530.0,2294.0,1335.0,605.0,183,0.734,-0.666
77,103,7,618.0,2937.5,395.5,727.0,2606.5,1997.0,1011.5,34,0.652,-0.603
41,54,7,432.0,3045.0,284.0,550.0,2607.0,1520.5,672.0,35,0.752,-0.694
70,164,7,511.0,3197.5,271.5,663.0,3255.0,2411.5,1048.0,108,0.724,-0.657
63,110,7,548.0,2784.0,325.0,675.0,2947.0,2155.0,912.0,90,0.671,-0.61
226,107,7,748.0,2842.0,436.0,791.0,2579.0,1889.0,1196.0,9,0.583,-0.565
135,169,7,416.0,2718.5,269.0,509.5,2611.5,1600.0,737.5,150,0.735,-0.684
105,169,7,392.0,3005.0,269.0,566.0,2598.0,1627.0,730.0,221,0.769,-0.683
79,33,7,525.0,2861.0,365.0,640.0,2480.5,1537.0,871.5,29,0.69,-0.634
46,79,7,576.5,3012.0,331.5,676.5,2687.5,2046.5,999.5,60,0.679,-0.633
50,150,7,334.5,3150.0,187.5,538.5,2959.0,2311.0,876.5,316,0.808,-0.708
39,134,7,366.0,3007.0,240.0,552.0,3130.0,2037.0,874.0,334,0.783,-0.69
36,40,7,375.0,2546.0,276.0,506.0,2144.0,1347.0,567.0,92,0.743,-0.668
104,180,7,469.0,3184.0,318.0,590.0,2841.0,1566.0,682.0,152,0.743,-0.687
161,175,7,615.0,2782.0,343.0,699.0,2636.0,2105.0,1139.0,26,0.638,-0.598
61,98,7,301.0,2821.5,170.0,415.5,2665.5,1623.0,598.5,454,0.807,-0.743
70,140,7,454.0,2873.0,257.0,556.0,2775.0,1891.0,801.0,155,0.727,-0.676
59,93,7,340.5,2717.5,198.5,485.0,2542.5,1619.0,674.0,219,0.777,-0.697
213,128,7,723.0,2512.0,451.0,836.0,2322.0,1672.0,1076.0,14,0.553,-0.501
25,80,7,309.5,2948.0,292.5,449.0,2516.5,1482.0,553.5,179,0.81,-0.736
122,154,7,238.5,2772.0,151.5,367.5,2503.5,1475.0,540.0,325,0.842,-0.766
35,78,7,309.0,3145.5,270.5,452.0,2781.0,1515.0,549.0,461,0.821,-0.749
90,128,7,285.5,2856.5,180.0,457.0,2801.5,1676.0,667.5,281,0.818,-0.724
61,123,7,425.0,2919.0,243.0,558.0,2865.0,1803.0,898.0,141,0.746,-0.679
127,158,7,344.0,3068.0,201.0,516.0,2753.0,2087.5,722.0,97,0.798,-0.712
7,92,7,476.5,3022.0,372.0,620.0,2820.5,1946.0,956.0,357,0.728,-0.66
80,57,7,484.0,2940.0,287.0,563.0,2720.0,1683.0,740.0,91,0.717,-0.679
51,110,7,471.5,3072.5,249.0,591.5,2929.0,2079.0,864.0,242,0.734,-0.677
21,38,7,409.0,2700.0,305.0,526.0,2148.0,1176.0,518.0,47,0.737,-0.674
114,139,7,530.0,2986.0,344.0,626.0,2834.0,2065.5,1016.0,89,0.699,-0.653
72,30,7,427.5,3070.5,270.0,539.5,2770.5,1514.0,666.5,90,0.756,-0.701
22,78,7,409.0,3288.5,304.0,507.0,2837.0,1660.0,763.0,535,0.779,-0.733
30,75,7,258.0,2927.5,254.5,422.5,2597.0,1374.0,530.5,298,0.838,-0.748
116,158,7,455.5,3197.0,297.5,583.5,2999.5,1455.0,770.0,175,0.751,-0.691
65,128,7,420.0,2896.0,249.0,577.0,2770.0,1640.0,775.0,82,0.747,-0.668
86,156,7,347.0,3027.0,206.0,549.0,2926.0,2162.0,776.0,100,0.794,-0.693
88,167,7,308.0,2943.0,184.0,468.0,2896.0,1911.0,667.0,187,0.811,-0.726
81,136,7,381.0,2760.0,233.0,548.0,2617.0,1603.5,790.0,193,0.757,-0.669
82,126,7,356.0,2798.0,219.0,481.0,2735.0,1585.0,658.0,149,0.774,-0.707
24,91,7,430.0,3487.5,291.0,617.0,3232.5,2292.5,971.0,520,0.78,-0.699
87,47,7,388.0,2812.0,253.0,521.0,2488.0,1333.0,583.0,61,0.758,-0.687
28,75,7,296.5,3231.0,279.5,454.5,2771.0,1498.0,577.0,522,0.832,-0.753
33,105,7,375.0,3180.5,314.5,559.0,3084.5,2009.0,843.5,250,0.789,-0.701
56,149,7,407.0,2986.5,224.0,551.5,2726.0,1960.0,863.0,134,0.76,-0.688
198,256,7,317.0,2931.0,169.0,465.0,2623.0,1163.0,478.0,228,0.805,-0.726
93,154,7,386.0,2980.0,215.0,523.0,2774.0,1678.5,638.0,173,0.771,-0.701
29,147,7,300.5,2845.0,232.0,463.5,2740.5,1481.0,782.0,500,0.809,-0.72
134,169,7,403.5,2772.5,250.5,505.5,2525.5,1455.0,658.5,204,0.746,-0.692
29,89,7,501.0,3104.0,393.0,643.0,2871.0,2072.0,929.0,231,0.722,-0.657
25,73,7,256.0,2793.5,254.0,408.5,2620.5,1455.0,521.5,539,0.832,-0.745
37,141,7,429.0,3079.0,301.0,618.0,2945.0,1832.0,902.0,199,0.755,-0.666
34,118,7,506.0,3402.0,342.0,723.0,3323.0,2403.0,977.0,451,0.741,-0.649
72,107,7,390.0,3069.0,228.0,550.0,2837.0,1444.0,649.0,158,0.775,-0.696
87,40,7,405.0,2753.0,252.0,505.0,2465.0,1369.0,606.0,54,0.744,-0.69
59,166,7,296.0,3280.0,151.0,495.0,3153.0,1912.5,919.0,573,0.834,-0.738
91,146,7,316.0,2717.0,196.0,482.0,2396.0,1301.5,561.0,150,0.792,-0.699
47,34,7,512.0,2918.0,295.0,563.0,2693.0,1483.0,681.0,60,0.701,-0.677
34,144,7,383.5,3047.0,290.0,539.0,3238.0,2233.0,894.5,263,0.776,-0.699
18,76,7,363.0,3425.5,273.5,537.0,3432.5,1989.0,977.5,649,0.808,-0.729
37,143,7,411.0,3215.5,284.5,593.5,3173.5,2198.0,877.0,175,0.773,-0.688
44,88,7,505.0,2831.0,298.0,625.0,2503.0,1889.0,904.0,94,0.697,-0.638
51,129,7,432.0,3290.5,242.0,601.0,3174.5,2280.0,996.5,90,0.768,-0.691
26,54,7,527.0,2618.0,379.0,610.0,2398.0,1641.5,824.0,84,0.665,-0.622
153,182,7,315.0,2761.0,168.0,458.0,2667.0,1811.5,638.0,107,0.795,-0.715
220,97,7,492.5,2464.0,298.5,631.5,2533.5,1843.0,883.5,90,0.667,-0.592
32,114,7,433.0,3043.5,334.0,690.0,2983.0,2155.0,1029.5,83,0.751,-0.63
43,82,7,300.0,2850.0,179.0,404.0,2441.0,1297.0,585.0,67,0.81,-0.752
57,44,7,565.0,2658.0,389.0,676.0,2198.0,1664.0,796.0,39,0.649,-0.594
16,115,7,490.0,2959.0,354.0,605.0,2826.0,1759.5,844.0,147,0.716,-0.66
163,208,7,306.0,2829.0,150.0,411.0,2659.0,1499.0,576.0,401,0.805,-0.746
41,142,7,508.0,2922.0,285.0,628.0,2787.0,2218.0,986.0,133,0.704,-0.646
28,48,7,368.0,2747.0,282.0,511.0,2324.5,1873.5,630.0,49,0.764,-0.686
64,89,7,444.0,3000.0,261.0,578.5,2792.0,1711.0,747.5,46,0.742,-0.677
61,42,7,493.0,3038.0,339.0,614.0,2562.5,1868.0,663.0,55,0.721,-0.664
84,25,7,601.0,2601.0,394.0,671.0,2244.0,1434.0,678.0,31,0.625,-0.59
87,151,7,256.0,3213.0,126.0,442.0,2895.0,1480.0,749.0,397,0.852,-0.758
43,150,7,315.5,2960.0,174.5,461.0,2982.0,1716.0,819.0,181,0.807,-0.73
62,95,7,480.0,2782.0,271.0,636.0,2611.0,1746.0,897.0,51,0.706,-0.628
30,149,7,366.0,2929.0,266.0,512.0,2609.0,1753.5,655.0,358,0.778,-0.702
64,154,7,231.0,3023.0,124.0,441.0,2975.0,1994.0,769.0,416,0.858,-0.745
29,27,7,583.0,2510.0,377.0,659.0,2145.0,1735.0,800.0,47,0.623,-0.584
75,63,7,517.5,2802.5,301.0,605.5,2437.0,1487.0,758.5,37,0.688,-0.645
13,130,7,289.5,2896.5,204.5,470.0,2883.0,1896.0,673.0,1109,0.818,-0.721
69,39,7,454.0,3172.0,339.0,593.0,2798.0,1599.0,785.0,86,0.75,-0.685
60,96,7,328.0,2811.0,197.0,482.0,2385.0,1427.0,609.0,224,0.791,-0.707
84,31,7,637.5,2680.5,391.5,725.0,2511.5,1655.5,750.5,21,0.616,-0.574
68,98,7,462.0,3125.0,269.0,601.0,2898.0,1926.0,773.0,66,0.742,-0.677
42,154,7,200.5,2406.0,100.5,325.0,2140.5,1245.0,487.5,414,0.846,-0.762
24,86,7,350.0,3263.0,304.0,480.0,2937.0,2493.0,705.0,350,0.806,-0.744
32,70,7,282.0,2944.5,228.0,416.0,2606.0,1577.0,568.0,311,0.825,-0.752
12,123,7,372.5,2638.5,261.0,521.5,2496.0,1400.0,720.5,411,0.753,-0.67
35,86,7,447.5,3255.5,359.0,565.5,2952.5,1836.0,881.0,200,0.758,-0.704
197,251,7,313.0,2739.0,170.0,501.0,2401.0,1682.5,589.0,194,0.795,-0.691
92,177,7,387.0,3062.0,269.0,552.0,2733.0,2005.0,715.0,210,0.776,-0.695
26,127,7,382.5,2840.5,273.5,560.0,2990.5,1592.0,929.0,463,0.763,-0.671
27,85,7,376.0,3395.0,338.0,542.0,2912.0,2144.5,880.0,470,0.801,-0.725
70,92,7,437.0,2829.0,269.0,593.0,2580.0,1552.0,810.0,70,0.732,-0.653
93,163,7,538.0,2978.0,310.0,656.0,2817.0,2007.5,987.0,38,0.694,-0.639
71,28,7,410.0,2929.0,272.0,534.0,2641.0,1588.5,714.0,103,0.754,-0.692
205,259,7,318.0,2344.0,165.0,506.0,1967.0,1335.5,487.0,27,0.761,-0.645
23,105,7,606.5,2944.5,456.5,769.5,2765.5,2510.0,1095.5,186,0.658,-0.586
117,89,7,900.5,2801.5,513.5,913.5,2664.5,2213.0,1386.5,32,0.514,-0.508
36,109,7,444.0,2893.0,353.0,560.0,2542.0,1528.0,567.0,110,0.734,-0.676
13,99,7,496.0,2858.0,386.0,691.0,2926.0,2099.0,966.0,309,0.704,-0.611
90,150,7,229.0,3018.0,125.0,399.0,2557.0,1486.0,725.0,434,0.859,-0.766
73,34,7,409.0,3034.5,268.5,514.0,2522.5,1501.0,632.5,110,0.762,-0.71
109,156,7,524.0,3102.0,324.0,703.0,3243.0,2095.5,1019.0,61,0.711,-0.63
97,120,7,406.5,2966.5,235.0,553.5,2713.5,1566.5,766.0,51,0.759,-0.686
55,117,7,464.0,3176.0,244.0,599.0,3089.0,1926.0,933.0,257,0.745,-0.683
62,144,7,528.5,3131.5,279.5,654.5,3082.0,2188.0,1053.5,72,0.711,-0.654
60,146,7,447.0,3137.5,228.0,597.5,3086.0,1747.0,954.0,112,0.751,-0.68
51,95,7,496.5,2909.0,284.0,611.0,2641.0,1786.5,953.5,108,0.708,-0.653
62,68,7,568.0,2732.0,344.0,665.0,2599.0,1915.0,869.0,43,0.656,-0.608
94,130,7,343.0,2827.5,193.5,503.5,2545.5,1307.0,632.0,85,0.784,-0.698
41,57,7,411.0,2832.0,255.0,552.0,2444.0,1322.5,567.0,105,0.747,-0.674
56,167,7,263.0,3124.0,123.0,459.0,3254.0,2042.5,834.0,598,0.845,-0.744
29,28,7,482.0,2205.0,348.0,576.0,1746.0,1237.0,602.0,18,0.641,-0.586
25,95,7,387.0,3577.0,277.0,545.0,3132.0,1667.0,881.0,440,0.805,-0.736
213,131,7,747.0,2213.5,447.0,819.0,2365.5,1727.0,1148.0,18,0.495,-0.46
46,75,7,519.0,3070.0,272.5,631.0,2784.0,1669.0,964.0,73,0.711,-0.659
205,255,7,610.5,2171.0,366.0,709.0,1883.0,1364.0,774.5,95,0.561,-0.508
36,40,7,375.0,2546.0,276.0,506.0,2144.0,1347.0,567.0,33,0.743,-0.668
51,96,7,510.0,2855.0,290.0,636.0,2604.0,1790.0,874.0,105,0.697,-0.636
63,67,7,692.0,2643.0,379.0,749.0,2533.0,1779.0,936.0,43,0.585,-0.558
84,39,7,457.0,2800.0,285.0,558.0,2439.0,1562.0,610.0,62,0.719,-0.668
41,81,7,245.5,2767.5,133.0,357.5,2380.5,1322.0,505.0,430,0.837,-0.771
91,148,7,262.0,2811.0,160.0,416.0,2484.0,1274.0,563.0,183,0.829,-0.742
75,124,7,496.5,3135.5,311.5,655.5,2997.0,2203.0,914.5,98,0.727,-0.654
63,35,7,460.0,3034.0,338.0,577.5,2733.5,1571.0,650.5,66,0.737,-0.68
36,23,7,388.5,2806.5,260.5,534.0,2411.0,1294.0,587.0,57,0.757,-0.68
134,163,7,382.5,2920.0,232.0,574.0,2820.5,1961.5,823.0,124,0.768,-0.671
63,165,7,363.0,3543.0,174.5,579.5,3370.0,2246.0,976.5,285,0.814,-0.719
95,179,7,432.0,3090.0,319.0,541.0,2722.0,2045.0,870.0,268,0.755,-0.702
14,88,7,372.0,3231.0,287.0,518.0,2956.0,1552.5,801.0,440,0.794,-0.724
65,174,7,330.0,2769.0,224.0,417.0,2730.0,2030.0,747.0,507,0.787,-0.738
58,120,7,404.0,3188.0,215.0,573.0,3039.0,2016.0,886.0,178,0.775,-0.695
64,162,7,408.0,3453.0,214.0,586.0,3325.0,1961.0,967.0,178,0.789,-0.71
29,67,7,247.0,2857.0,239.0,401.0,2409.0,1343.5,493.0,398,0.841,-0.754
33,96,7,312.0,2810.5,282.5,447.0,2587.0,1441.0,590.0,732,0.8,-0.726
22,107,7,478.0,2748.0,351.0,651.0,3010.0,1848.0,830.0,253,0.704,-0.617
78,130,7,387.0,2876.0,231.0,551.0,2870.0,1727.0,736.0,145,0.763,-0.678
80,136,7,372.0,2771.5,217.5,511.5,2764.5,1752.5,661.5,184,0.763,-0.688
31,73,7,365.0,2876.5,295.5,499.0,2528.0,1587.5,673.5,173,0.775,-0.704
12,105,7,266.0,2853.5,207.5,408.0,2607.5,1885.0,568.0,207,0.829,-0.75
32,151,7,239.0,2188.0,154.0,334.0,2144.0,1553.0,481.0,578,0.803,-0.735
133,170,7,341.0,2828.0,220.0,450.0,2535.0,1503.0,650.0,221,0.785,-0.725
59,17,7,490.0,2812.0,331.0,582.0,2656.0,1793.0,832.0,76,0.703,-0.657
19,123,7,308.5,2780.5,214.0,463.0,2666.0,1623.0,732.5,812,0.8,-0.715
61,13,7,500.0,2706.0,353.0,574.0,2541.0,1505.0,712.0,61,0.688,-0.65
39,124,7,424.0,3442.5,277.0,601.5,3434.0,2213.0,875.5,208,0.781,-0.703
28,69,7,262.0,2869.0,245.0,419.0,2726.0,1525.0,567.0,662,0.833,-0.745
50,148,7,341.0,3107.0,178.0,527.0,3021.0,2034.0,836.0,435,0.802,-0.71
71,14,7,642.0,2479.0,425.0,698.0,2208.0,1732.0,857.0,57,0.589,-0.561
69,115,7,458.0,3044.0,273.0,622.0,2996.0,2058.0,937.0,54,0.738,-0.661
115,84,7,790.0,2772.0,432.0,828.0,2810.0,2214.0,1361.0,41,0.556,-0.54
48,107,7,393.0,3402.0,226.5,562.5,3273.5,2228.5,942.5,253,0.793,-0.716
76,142,7,392.0,2774.0,230.0,533.0,3013.0,1990.5,733.0,154,0.752,-0.678
93,27,7,551.0,2803.0,365.0,668.0,2435.0,2002.0,847.0,21,0.671,-0.615
102,169,7,433.0,3187.0,283.0,567.0,2976.0,1831.0,687.0,76,0.761,-0.698
102,109,7,770.0,2619.5,406.0,788.5,2655.0,1876.0,1026.5,38,0.546,-0.537
92,174,7,330.0,3144.0,204.0,498.0,2697.0,1575.0,761.0,261,0.81,-0.727
92,177,7,387.0,3062.0,269.0,552.0,2733.0,2005.0,715.0,210,0.776,-0.695
275,131,7,655.0,2607.0,411.0,725.0,2267.0,1623.0,1173.0,84,0.598,-0.565
38,99,7,267.0,2991.5,226.0,405.5,2650.0,1417.0,531.0,394,0.836,-0.761
76,131,7,352.0,3048.0,203.0,526.0,2901.0,1653.0,642.0,147,0.793,-0.706
92,155,7,576.5,3106.0,314.5,672.5,3103.5,2032.5,937.0,286,0.687,-0.644
115,133,7,439.5,2605.5,307.5,576.5,2766.5,1813.0,884.5,49,0.711,-0.638
24,109,7,369.5,3224.5,290.0,585.5,3404.0,2434.0,1035.0,338,0.794,-0.693
32,134,7,326.5,2875.5,228.5,481.0,2926.5,2062.0,799.0,464,0.796,-0.713
205,93,7,424.5,2236.0,256.0,512.0,1912.5,1252.0,535.5,121,0.681,-0.627
26,72,7,249.5,2861.0,234.0,403.5,2742.0,1702.0,576.0,623,0.84,-0.753
73,38,7,376.0,3025.5,267.0,510.5,2656.0,1490.0,644.5,108,0.779,-0.711
46,131,7,327.0,3034.0,181.0,497.0,2919.0,1766.0,699.0,144,0.805,-0.718
88,171,7,330.0,3090.0,225.0,529.0,2779.0,2020.5,800.0,215,0.807,-0.708
87,34,7,575.0,2863.0,396.0,655.0,2684.0,1912.0,878.0,49,0.666,-0.628
117,131,7,647.0,2867.0,382.0,740.0,2700.0,1675.0,1115.0,24,0.632,-0.59
112,155,7,524.0,3313.5,275.0,642.5,3288.5,2283.5,995.5,284,0.727,-0.675
16,128,7,276.0,2275.5,177.0,374.5,2146.5,897.5,448.0,724,0.784,-0.717
215,114,7,793.0,2676.0,485.0,892.5,2691.5,2255.0,1451.5,12,0.543,-0.5
128,163,7,336.0,3112.0,191.0,538.0,2823.0,1802.0,758.0,120,0.805,-0.705
16,120,7,336.5,2932.5,235.0,473.0,2732.0,1683.0,647.5,290,0.794,-0.722
97,61,7,531.0,2865.0,267.0,582.0,2620.0,1533.0,858.0,59,0.687,-0.662
50,101,7,300.0,2917.5,193.0,449.0,2554.5,1522.0,604.0,179,0.814,-0.733
18,52,7,218.0,2539.5,204.5,366.5,2358.0,1202.0,527.5,222,0.842,-0.748
55,95,7,500.0,3050.0,291.0,601.0,2986.0,2155.5,860.0,177,0.718,-0.671
14,89,7,465.0,3219.0,348.0,630.0,3110.0,2145.0,977.0,249,0.748,-0.673
100,162,7,478.5,3165.5,291.0,615.0,2934.5,1817.0,807.0,33,0.737,-0.675
52,161,7,435.0,3102.0,221.0,581.0,2941.0,2038.5,976.0,287,0.754,-0.684
95,132,7,505.0,2886.0,288.0,632.0,2531.0,1734.0,904.0,71,0.702,-0.641
64,145,7,440.0,3170.5,254.0,601.0,3073.0,2174.0,924.0,125,0.756,-0.681
70,42,7,398.0,3130.5,282.5,531.0,2710.0,1550.0,640.5,92,0.774,-0.71
120,162,7,401.0,3126.5,236.0,548.0,2975.5,1865.5,796.0,166,0.773,-0.702
51,147,7,308.0,3280.0,162.0,492.0,3004.0,1993.0,812.0,292,0.828,-0.739
27,125,7,541.0,3017.5,331.5,679.0,3007.0,2325.5,1036.5,361,0.696,-0.633
25,131,7,272.0,2389.0,193.0,387.0,2090.0,1177.0,497.0,435,0.796,-0.721
51,136,7,353.5,3131.0,204.5,538.5,3208.0,1827.0,883.5,200,0.797,-0.706
56,19,7,480.0,2783.0,298.0,619.0,2546.0,1504.0,786.0,89,0.706,-0.636
64,43,7,396.0,3022.0,262.0,528.0,2601.0,1448.0,635.0,56,0.768,-0.703
78,55,7,607.0,2848.0,375.0,679.0,2609.0,1822.0,882.0,83,0.649,-0.615
33,127,7,433.0,2887.5,308.0,606.0,2953.0,1445.0,812.5,239,0.739,-0.653
105,88,7,622.5,2744.0,341.5,690.5,2902.5,1760.0,1190.0,39,0.63,-0.598
134,150,7,469.0,2521.0,304.0,562.0,2416.0,1538.5,689.0,29,0.686,-0.635
33,152,7,221.0,2460.0,148.0,350.0,2496.0,1037.0,566.0,741,0.835,-0.751
40,46,7,538.0,2718.5,346.5,655.0,2593.0,1885.0,808.0,26,0.67,-0.612
9,104,7,253.0,2977.0,196.0,403.0,2760.0,1309.0,686.0,304,0.843,-0.762
151,159,7,652.5,2706.0,356.0,694.5,2510.0,2242.0,1249.5,14,0.611,-0.592
46,13,7,485.0,2840.0,346.0,613.0,2704.0,1525.0,797.0,87,0.708,-0.645
75,42,7,441.0,2923.0,318.0,552.0,2515.0,1476.0,687.0,82,0.738,-0.682
34,78,7,348.5,3195.5,284.5,491.0,2934.0,1593.0,699.5,315,0.803,-0.734
89,168,7,264.0,3154.0,167.0,445.0,3111.0,1953.0,702.0,214,0.846,-0.753
51,130,7,469.0,3064.0,244.0,607.0,3162.0,2073.0,986.0,106,0.735,-0.669
91,112,7,389.0,2873.0,228.0,526.0,2751.0,1693.5,733.0,85,0.761,-0.69
36,52,7,290.0,3084.0,196.5,462.0,2832.0,2299.0,658.0,393,0.828,-0.739
68,162,7,429.0,3364.5,223.5,603.5,3188.0,2269.0,1023.5,121,0.774,-0.696
57,160,7,507.5,3139.5,283.5,646.0,2945.0,1905.0,1042.0,193,0.722,-0.659
103,71,7,636.0,2776.5,352.0,695.5,2583.0,2099.0,1223.0,42,0.627,-0.599
